time,tpx,px,tvx,vx,tax,ax
0.000000,10000.000000,10003.496618,220.000000,218.032422,0.000000,-0.000985
0.001000,10000.220000,10003.714650,220.000000,218.032421,0.000000,-0.000985
0.002000,10000.440000,10003.932683,220.000000,218.032420,0.000000,-0.000985
0.003000,10000.660000,10004.150715,220.000000,218.032419,0.000000,-0.000985
0.004000,10000.880000,10004.368747,220.000000,218.032418,0.000000,-0.000985
0.005000,10001.100000,10004.586780,220.000000,218.032417,0.000000,-0.000985
0.006000,10001.320000,10004.804812,220.000000,218.032417,0.000000,-0.000985
0.007000,10001.540000,10005.022845,220.000000,218.032416,0.000000,-0.000985
0.008000,10001.760000,10005.240877,220.000000,218.032415,0.000000,-0.000985
0.009000,10001.980000,10005.458909,220.000000,218.032414,0.000000,-0.000985
0.010000,10002.200000,10005.676942,220.000000,218.032413,0.000000,-0.000985
0.011000,10002.420000,10005.894974,220.000000,218.032412,0.000000,-0.000985
0.012000,10002.640000,10006.113007,220.000000,218.032411,0.000000,-0.000985
0.013000,10002.860000,10006.331039,220.000000,218.032410,0.000000,-0.000985
0.014000,10003.080000,10006.549071,220.000000,218.032409,0.000000,-0.000985
0.015000,10003.300000,10006.767104,220.000000,218.032408,0.000000,-0.000985
0.016000,10003.520000,10006.985136,220.000000,218.032407,0.000000,-0.000985
0.017000,10003.740000,10007.203169,220.000000,218.032406,0.000000,-0.000985
0.018000,10003.960000,10007.421201,220.000000,218.032405,0.000000,-0.000985
0.019000,10004.180000,10007.639234,220.000000,218.032404,0.000000,-0.000985
0.020000,10004.400000,10007.857266,220.000000,218.032403,0.000000,-0.000985
0.021000,10004.620000,10008.075298,220.000000,218.032402,0.000000,-0.000985
0.022000,10004.840000,10008.293331,220.000000,218.032401,0.000000,-0.000985
0.023000,10005.060000,10008.511363,220.000000,218.032400,0.000000,-0.000985
0.024000,10005.280000,10008.729396,220.000000,218.032399,0.000000,-0.000985
0.025000,10005.500000,10008.947428,220.000000,218.032398,0.000000,-0.000985
0.026000,10005.720000,10009.165460,220.000000,218.032397,0.000000,-0.000985
0.027000,10005.940000,10009.383493,220.000000,218.032396,0.000000,-0.000985
0.028000,10006.160000,10009.601525,220.000000,218.032395,0.000000,-0.000985
0.029000,10006.380000,10009.819558,220.000000,218.032394,0.000000,-0.000985
0.030000,10006.600000,10010.037590,220.000000,218.032393,0.000000,-0.000985
0.031000,10006.820000,10010.255622,220.000000,218.032392,0.000000,-0.000985
0.032000,10007.040000,10010.473655,220.000000,218.032391,0.000000,-0.000985
0.033000,10007.260000,10010.691687,220.000000,218.032390,0.000000,-0.000985
0.034000,10007.480000,10010.909719,220.000000,218.032389,0.000000,-0.000985
0.035000,10007.700000,10011.127752,220.000000,218.032388,0.000000,-0.000985
0.036000,10007.920000,10011.345784,220.000000,218.032387,0.000000,-0.000985
0.037000,10008.140000,10011.563817,220.000000,218.032386,0.000000,-0.000985
0.038000,10008.360000,10011.781849,220.000000,218.032385,0.000000,-0.000985
0.039000,10008.580000,10011.999881,220.000000,218.032384,0.000000,-0.000985
0.040000,10008.800000,10012.217914,220.000000,218.032383,0.000000,-0.000985
0.041000,10009.020000,10012.435946,220.000000,218.032382,0.000000,-0.000985
0.042000,10009.240000,10012.653979,220.000000,218.032381,0.000000,-0.000985
0.043000,10009.460000,10012.872011,220.000000,218.032380,0.000000,-0.000985
0.044000,10009.680000,10013.090043,220.000000,218.032379,0.000000,-0.000985
0.045000,10009.900000,10013.308076,220.000000,218.032378,0.000000,-0.000985
0.046000,10010.120000,10013.526108,220.000000,218.032377,0.000000,-0.000985
0.047000,10010.340000,10013.744140,220.000000,218.032376,0.000000,-0.000985
0.048000,10010.560000,10013.962173,220.000000,218.032375,0.000000,-0.000985
0.049000,10010.780000,10014.180205,220.000000,218.032374,0.000000,-0.000985
0.050000,10011.000000,10011.949804,220.000000,218.928546,0.000000,2.037581
0.051000,10011.220000,10012.168734,220.000000,218.930583,0.000000,2.037581
0.052000,10011.440000,10012.387665,220.000000,218.932621,0.000000,2.037581
0.053000,10011.660000,10012.606599,220.000000,218.934659,0.000000,2.037581
0.054000,10011.880000,10012.825534,220.000000,218.936696,0.000000,2.037581
0.055000,10012.100000,10013.044472,220.000000,218.938734,0.000000,2.037581
0.056000,10012.320000,10013.263412,220.000000,218.940771,0.000000,2.037581
0.057000,10012.540000,10013.482354,220.000000,218.942809,0.000000,2.037581
0.058000,10012.760000,10013.701298,220.000000,218.944847,0.000000,2.037581
0.059000,10012.980000,10013.920243,220.000000,218.946884,0.000000,2.037581
0.060000,10013.200000,10014.139191,220.000000,218.948922,0.000000,2.037581
0.061000,10013.420000,10014.358141,220.000000,218.950959,0.000000,2.037581
0.062000,10013.640000,10014.577093,220.000000,218.952997,0.000000,2.037581
0.063000,10013.860000,10014.796047,220.000000,218.955034,0.000000,2.037581
0.064000,10014.080000,10015.015003,220.000000,218.957072,0.000000,2.037581
0.065000,10014.300000,10015.233961,220.000000,218.959110,0.000000,2.037581
0.066000,10014.520000,10015.452922,220.000000,218.961147,0.000000,2.037581
0.067000,10014.740000,10015.671884,220.000000,218.963185,0.000000,2.037581
0.068000,10014.960000,10015.890848,220.000000,218.965222,0.000000,2.037581
0.069000,10015.180000,10016.109814,220.000000,218.967260,0.000000,2.037581
0.070000,10015.400000,10016.328782,220.000000,218.969297,0.000000,2.037581
0.071000,10015.620000,10016.547753,220.000000,218.971335,0.000000,2.037581
0.072000,10015.840000,10016.766725,220.000000,218.973373,0.000000,2.037581
0.073000,10016.060000,10016.985700,220.000000,218.975410,0.000000,2.037581
0.074000,10016.280000,10017.204676,220.000000,218.977448,0.000000,2.037581
0.075000,10016.500000,10017.423654,220.000000,218.979485,0.000000,2.037581
0.076000,10016.720000,10017.642635,220.000000,218.981523,0.000000,2.037581
0.077000,10016.940000,10017.861617,220.000000,218.983561,0.000000,2.037581
0.078000,10017.160000,10018.080602,220.000000,218.985598,0.000000,2.037581
0.079000,10017.380000,10018.299589,220.000000,218.987636,0.000000,2.037581
0.080000,10017.600000,10018.518577,220.000000,218.989673,0.000000,2.037581
0.081000,10017.820000,10018.737568,220.000000,218.991711,0.000000,2.037581
0.082000,10018.040000,10018.956561,220.000000,218.993748,0.000000,2.037581
0.083000,10018.260000,10019.175555,220.000000,218.995786,0.000000,2.037581
0.084000,10018.480000,10019.394552,220.000000,218.997824,0.000000,2.037581
0.085000,10018.700000,10019.613551,220.000000,218.999861,0.000000,2.037581
0.086000,10018.920000,10019.832552,220.000000,219.001899,0.000000,2.037581
0.087000,10019.140000,10020.051555,220.000000,219.003936,0.000000,2.037581
0.088000,10019.360000,10020.270560,220.000000,219.005974,0.000000,2.037581
0.089000,10019.580000,10020.489567,220.000000,219.008012,0.000000,2.037581
0.090000,10019.800000,10020.708576,220.000000,219.010049,0.000000,2.037581
0.091000,10020.020000,10020.927587,220.000000,219.012087,0.000000,2.037581
0.092000,10020.240000,10021.146600,220.000000,219.014124,0.000000,2.037581
0.093000,10020.460000,10021.365615,220.000000,219.016162,0.000000,2.037581
0.094000,10020.680000,10021.584632,220.000000,219.018199,0.000000,2.037581
0.095000,10020.900000,10021.803652,220.000000,219.020237,0.000000,2.037581
0.096000,10021.120000,10022.022673,220.000000,219.022275,0.000000,2.037581
0.097000,10021.340000,10022.241696,220.000000,219.024312,0.000000,2.037581
0.098000,10021.560000,10022.460722,220.000000,219.026350,0.000000,2.037581
0.099000,10021.780000,10022.679749,220.000000,219.028387,0.000000,2.037581
0.100000,10022.000000,10023.438262,220.000000,219.444100,0.000000,3.933335
0.101000,10022.220000,10023.657708,220.000000,219.448034,0.000000,3.933335
0.102000,10022.440000,10023.877158,220.000000,219.451967,0.000000,3.933335
0.103000,10022.660000,10024.096612,220.000000,219.455900,0.000000,3.933335
0.104000,10022.880000,10024.316070,220.000000,219.459834,0.000000,3.933335
0.105000,10023.100000,10024.535531,220.000000,219.463767,0.000000,3.933335
0.106000,10023.320000,10024.754997,220.000000,219.467700,0.000000,3.933335
0.107000,10023.540000,10024.974467,220.000000,219.471634,0.000000,3.933335
0.108000,10023.760000,10025.193940,220.000000,219.475567,0.000000,3.933335
0.109000,10023.980000,10025.413418,220.000000,219.479500,0.000000,3.933335
0.110000,10024.200000,10025.632899,220.000000,219.483434,0.000000,3.933335
0.111000,10024.420000,10025.852385,220.000000,219.487367,0.000000,3.933335
0.112000,10024.640000,10026.071874,220.000000,219.491300,0.000000,3.933335
0.113000,10024.860000,10026.291367,220.000000,219.495234,0.000000,3.933335
0.114000,10025.080000,10026.510865,220.000000,219.499167,0.000000,3.933335
0.115000,10025.300000,10026.730366,220.000000,219.503101,0.000000,3.933335
0.116000,10025.520000,10026.949871,220.000000,219.507034,0.000000,3.933335
0.117000,10025.740000,10027.169380,220.000000,219.510967,0.000000,3.933335
0.118000,10025.960000,10027.388893,220.000000,219.514901,0.000000,3.933335
0.119000,10026.180000,10027.608410,220.000000,219.518834,0.000000,3.933335
0.120000,10026.400000,10027.827930,220.000000,219.522767,0.000000,3.933335
0.121000,10026.620000,10028.047455,220.000000,219.526701,0.000000,3.933335
0.122000,10026.840000,10028.266984,220.000000,219.530634,0.000000,3.933335
0.123000,10027.060000,10028.486516,220.000000,219.534567,0.000000,3.933335
0.124000,10027.280000,10028.706053,220.000000,219.538501,0.000000,3.933335
0.125000,10027.500000,10028.925593,220.000000,219.542434,0.000000,3.933335
0.126000,10027.720000,10029.145138,220.000000,219.546367,0.000000,3.933335
0.127000,10027.940000,10029.364686,220.000000,219.550301,0.000000,3.933335
0.128000,10028.160000,10029.584238,220.000000,219.554234,0.000000,3.933335
0.129000,10028.380000,10029.803795,220.000000,219.558167,0.000000,3.933335
0.130000,10028.600000,10030.023355,220.000000,219.562101,0.000000,3.933335
0.131000,10028.820000,10030.242919,220.000000,219.566034,0.000000,3.933335
0.132000,10029.040000,10030.462487,220.000000,219.569967,0.000000,3.933335
0.133000,10029.260000,10030.682059,220.000000,219.573901,0.000000,3.933335
0.134000,10029.480000,10030.901635,220.000000,219.577834,0.000000,3.933335
0.135000,10029.700000,10031.121214,220.000000,219.581767,0.000000,3.933335
0.136000,10029.920000,10031.340798,220.000000,219.585701,0.000000,3.933335
0.137000,10030.140000,10031.560386,220.000000,219.589634,0.000000,3.933335
0.138000,10030.360000,10031.779977,220.000000,219.593567,0.000000,3.933335
0.139000,10030.580000,10031.999573,220.000000,219.597501,0.000000,3.933335
0.140000,10030.800000,10032.219172,220.000000,219.601434,0.000000,3.933335
0.141000,10031.020000,10032.438776,220.000000,219.605367,0.000000,3.933335
0.142000,10031.240000,10032.658383,220.000000,219.609301,0.000000,3.933335
0.143000,10031.460000,10032.877994,220.000000,219.613234,0.000000,3.933335
0.144000,10031.680000,10033.097610,220.000000,219.617167,0.000000,3.933335
0.145000,10031.900000,10033.317229,220.000000,219.621101,0.000000,3.933335
0.146000,10032.120000,10033.536852,220.000000,219.625034,0.000000,3.933335
0.147000,10032.340000,10033.756479,220.000000,219.628967,0.000000,3.933335
0.148000,10032.560000,10033.976110,220.000000,219.632901,0.000000,3.933335
0.149000,10032.780000,10034.195745,220.000000,219.636834,0.000000,3.933335
0.150000,10033.000000,10034.590574,220.000000,220.157717,0.000000,6.746833
0.151000,10033.220000,10034.810735,220.000000,220.164463,0.000000,6.746833
0.152000,10033.440000,10035.030903,220.000000,220.171210,0.000000,6.746833
0.153000,10033.660000,10035.251078,220.000000,220.177957,0.000000,6.746833
0.154000,10033.880000,10035.471259,220.000000,220.184704,0.000000,6.746833
0.155000,10034.100000,10035.691447,220.000000,220.191451,0.000000,6.746833
0.156000,10034.320000,10035.911642,220.000000,220.198198,0.000000,6.746833
0.157000,10034.540000,10036.131843,220.000000,220.204944,0.000000,6.746833
0.158000,10034.760000,10036.352052,220.000000,220.211691,0.000000,6.746833
0.159000,10034.980000,10036.572267,220.000000,220.218438,0.000000,6.746833
0.160000,10035.200000,10036.792489,220.000000,220.225185,0.000000,6.746833
0.161000,10035.420000,10037.012717,220.000000,220.231932,0.000000,6.746833
0.162000,10035.640000,10037.232953,220.000000,220.238679,0.000000,6.746833
0.163000,10035.860000,10037.453195,220.000000,220.245425,0.000000,6.746833
0.164000,10036.080000,10037.673443,220.000000,220.252172,0.000000,6.746833
0.165000,10036.300000,10037.893699,220.000000,220.258919,0.000000,6.746833
0.166000,10036.520000,10038.113961,220.000000,220.265666,0.000000,6.746833
0.167000,10036.740000,10038.334230,220.000000,220.272413,0.000000,6.746833
0.168000,10036.960000,10038.554506,220.000000,220.279160,0.000000,6.746833
0.169000,10037.180000,10038.774789,220.000000,220.285906,0.000000,6.746833
0.170000,10037.400000,10038.995078,220.000000,220.292653,0.000000,6.746833
0.171000,10037.620000,10039.215374,220.000000,220.299400,0.000000,6.746833
0.172000,10037.840000,10039.435677,220.000000,220.306147,0.000000,6.746833
0.173000,10038.060000,10039.655986,220.000000,220.312894,0.000000,6.746833
0.174000,10038.280000,10039.876302,220.000000,220.319641,0.000000,6.746833
0.175000,10038.500000,10040.096625,220.000000,220.326387,0.000000,6.746833
0.176000,10038.720000,10040.316955,220.000000,220.333134,0.000000,6.746833
0.177000,10038.940000,10040.537292,220.000000,220.339881,0.000000,6.746833
0.178000,10039.160000,10040.757635,220.000000,220.346628,0.000000,6.746833
0.179000,10039.380000,10040.977985,220.000000,220.353375,0.000000,6.746833
0.180000,10039.600000,10041.198342,220.000000,220.360122,0.000000,6.746833
0.181000,10039.820000,10041.418705,220.000000,220.366868,0.000000,6.746833
0.182000,10040.040000,10041.639075,220.000000,220.373615,0.000000,6.746833
0.183000,10040.260000,10041.859452,220.000000,220.380362,0.000000,6.746833
0.184000,10040.480000,10042.079836,220.000000,220.387109,0.000000,6.746833
0.185000,10040.700000,10042.300227,220.000000,220.393856,0.000000,6.746833
0.186000,10040.920000,10042.520624,220.000000,220.400603,0.000000,6.746833
0.187000,10041.140000,10042.741028,220.000000,220.407349,0.000000,6.746833
0.188000,10041.360000,10042.961439,220.000000,220.414096,0.000000,6.746833
0.189000,10041.580000,10043.181856,220.000000,220.420843,0.000000,6.746833
0.190000,10041.800000,10043.402280,220.000000,220.427590,0.000000,6.746833
0.191000,10042.020000,10043.622711,220.000000,220.434337,0.000000,6.746833
0.192000,10042.240000,10043.843149,220.000000,220.441084,0.000000,6.746833
0.193000,10042.460000,10044.063593,220.000000,220.447830,0.000000,6.746833
0.194000,10042.680000,10044.284045,220.000000,220.454577,0.000000,6.746833
0.195000,10042.900000,10044.504503,220.000000,220.461324,0.000000,6.746833
0.196000,10043.120000,10044.724967,220.000000,220.468071,0.000000,6.746833
0.197000,10043.340000,10044.945439,220.000000,220.474818,0.000000,6.746833
0.198000,10043.560000,10045.165917,220.000000,220.481565,0.000000,6.746833
0.199000,10043.780000,10045.386402,220.000000,220.488311,0.000000,6.746833
0.200000,10044.000000,10045.265941,220.000000,220.698527,0.000000,7.846429
0.201000,10044.220000,10045.486643,220.000000,220.706373,0.000000,7.846429
0.202000,10044.440000,10045.707353,220.000000,220.714220,0.000000,7.846429
0.203000,10044.660000,10045.928071,220.000000,220.722066,0.000000,7.846429
0.204000,10044.880000,10046.148797,220.000000,220.729913,0.000000,7.846429
0.205000,10045.100000,10046.369531,220.000000,220.737759,0.000000,7.846429
0.206000,10045.320000,10046.590273,220.000000,220.745606,0.000000,7.846429
0.207000,10045.540000,10046.811022,220.000000,220.753452,0.000000,7.846429
0.208000,10045.760000,10047.031780,220.000000,220.761298,0.000000,7.846429
0.209000,10045.980000,10047.252545,220.000000,220.769145,0.000000,7.846429
0.210000,10046.200000,10047.473318,220.000000,220.776991,0.000000,7.846429
0.211000,10046.420000,10047.694099,220.000000,220.784838,0.000000,7.846429
0.212000,10046.640000,10047.914888,220.000000,220.792684,0.000000,7.846429
0.213000,10046.860000,10048.135684,220.000000,220.800531,0.000000,7.846429
0.214000,10047.080000,10048.356489,220.000000,220.808377,0.000000,7.846429
0.215000,10047.300000,10048.577301,220.000000,220.816223,0.000000,7.846429
0.216000,10047.520000,10048.798121,220.000000,220.824070,0.000000,7.846429
0.217000,10047.740000,10049.018949,220.000000,220.831916,0.000000,7.846429
0.218000,10047.960000,10049.239785,220.000000,220.839763,0.000000,7.846429
0.219000,10048.180000,10049.460629,220.000000,220.847609,0.000000,7.846429
0.220000,10048.400000,10049.681480,220.000000,220.855456,0.000000,7.846429
0.221000,10048.620000,10049.902340,220.000000,220.863302,0.000000,7.846429
0.222000,10048.840000,10050.123207,220.000000,220.871148,0.000000,7.846429
0.223000,10049.060000,10050.344082,220.000000,220.878995,0.000000,7.846429
0.224000,10049.280000,10050.564965,220.000000,220.886841,0.000000,7.846429
0.225000,10049.500000,10050.785856,220.000000,220.894688,0.000000,7.846429
0.226000,10049.720000,10051.006754,220.000000,220.902534,0.000000,7.846429
0.227000,10049.940000,10051.227661,220.000000,220.910381,0.000000,7.846429
0.228000,10050.160000,10051.448575,220.000000,220.918227,0.000000,7.846429
0.229000,10050.380000,10051.669497,220.000000,220.926073,0.000000,7.846429
0.230000,10050.600000,10051.890427,220.000000,220.933920,0.000000,7.846429
0.231000,10050.820000,10052.111365,220.000000,220.941766,0.000000,7.846429
0.232000,10051.040000,10052.332311,220.000000,220.949613,0.000000,7.846429
0.233000,10051.260000,10052.553264,220.000000,220.957459,0.000000,7.846429
0.234000,10051.480000,10052.774226,220.000000,220.965306,0.000000,7.846429
0.235000,10051.700000,10052.995195,220.000000,220.973152,0.000000,7.846429
0.236000,10051.920000,10053.216172,220.000000,220.980998,0.000000,7.846429
0.237000,10052.140000,10053.437157,220.000000,220.988845,0.000000,7.846429
0.238000,10052.360000,10053.658150,220.000000,220.996691,0.000000,7.846429
0.239000,10052.580000,10053.879150,220.000000,221.004538,0.000000,7.846429
0.240000,10052.800000,10054.100159,220.000000,221.012384,0.000000,7.846429
0.241000,10053.020000,10054.321175,220.000000,221.020231,0.000000,7.846429
0.242000,10053.240000,10054.542199,220.000000,221.028077,0.000000,7.846429
0.243000,10053.460000,10054.763231,220.000000,221.035923,0.000000,7.846429
0.244000,10053.680000,10054.984271,220.000000,221.043770,0.000000,7.846429
0.245000,10053.900000,10055.205319,220.000000,221.051616,0.000000,7.846429
0.246000,10054.120000,10055.426374,220.000000,221.059463,0.000000,7.846429
0.247000,10054.340000,10055.647438,220.000000,221.067309,0.000000,7.846429
0.248000,10054.560000,10055.868509,220.000000,221.075156,0.000000,7.846429
0.249000,10054.780000,10056.089588,220.000000,221.083002,0.000000,7.846429
0.250000,10055.000000,10055.846180,220.000000,220.162609,0.000000,3.462219
0.251000,10055.220000,10056.066345,220.000000,220.166072,0.000000,3.462219
0.252000,10055.440000,10056.286512,220.000000,220.169534,0.000000,3.462219
0.253000,10055.660000,10056.506684,220.000000,220.172996,0.000000,3.462219
0.254000,10055.880000,10056.726858,220.000000,220.176458,0.000000,3.462219
0.255000,10056.100000,10056.947037,220.000000,220.179921,0.000000,3.462219
0.256000,10056.320000,10057.167218,220.000000,220.183383,0.000000,3.462219
0.257000,10056.540000,10057.387403,220.000000,220.186845,0.000000,3.462219
0.258000,10056.760000,10057.607592,220.000000,220.190307,0.000000,3.462219
0.259000,10056.980000,10057.827784,220.000000,220.193769,0.000000,3.462219
0.260000,10057.200000,10058.047980,220.000000,220.197232,0.000000,3.462219
0.261000,10057.420000,10058.268179,220.000000,220.200694,0.000000,3.462219
0.262000,10057.640000,10058.488381,220.000000,220.204156,0.000000,3.462219
0.263000,10057.860000,10058.708587,220.000000,220.207618,0.000000,3.462219
0.264000,10058.080000,10058.928796,220.000000,220.211081,0.000000,3.462219
0.265000,10058.300000,10059.149009,220.000000,220.214543,0.000000,3.462219
0.266000,10058.520000,10059.369225,220.000000,220.218005,0.000000,3.462219
0.267000,10058.740000,10059.589445,220.000000,220.221467,0.000000,3.462219
0.268000,10058.960000,10059.809668,220.000000,220.224929,0.000000,3.462219
0.269000,10059.180000,10060.029895,220.000000,220.228392,0.000000,3.462219
0.270000,10059.400000,10060.250125,220.000000,220.231854,0.000000,3.462219
0.271000,10059.620000,10060.470359,220.000000,220.235316,0.000000,3.462219
0.272000,10059.840000,10060.690596,220.000000,220.238778,0.000000,3.462219
0.273000,10060.060000,10060.910836,220.000000,220.242241,0.000000,3.462219
0.274000,10060.280000,10061.131080,220.000000,220.245703,0.000000,3.462219
0.275000,10060.500000,10061.351328,220.000000,220.249165,0.000000,3.462219
0.276000,10060.720000,10061.571578,220.000000,220.252627,0.000000,3.462219
0.277000,10060.940000,10061.791833,220.000000,220.256089,0.000000,3.462219
0.278000,10061.160000,10062.012091,220.000000,220.259552,0.000000,3.462219
0.279000,10061.380000,10062.232352,220.000000,220.263014,0.000000,3.462219
0.280000,10061.600000,10062.452617,220.000000,220.266476,0.000000,3.462219
0.281000,10061.820000,10062.672885,220.000000,220.269938,0.000000,3.462219
0.282000,10062.040000,10062.893157,220.000000,220.273400,0.000000,3.462219
0.283000,10062.260000,10063.113432,220.000000,220.276863,0.000000,3.462219
0.284000,10062.480000,10063.333710,220.000000,220.280325,0.000000,3.462219
0.285000,10062.700000,10063.553992,220.000000,220.283787,0.000000,3.462219
0.286000,10062.920000,10063.774278,220.000000,220.287249,0.000000,3.462219
0.287000,10063.140000,10063.994567,220.000000,220.290712,0.000000,3.462219
0.288000,10063.360000,10064.214859,220.000000,220.294174,0.000000,3.462219
0.289000,10063.580000,10064.435155,220.000000,220.297636,0.000000,3.462219
0.290000,10063.800000,10064.655455,220.000000,220.301098,0.000000,3.462219
0.291000,10064.020000,10064.875757,220.000000,220.304560,0.000000,3.462219
0.292000,10064.240000,10065.096064,220.000000,220.308023,0.000000,3.462219
0.293000,10064.460000,10065.316373,220.000000,220.311485,0.000000,3.462219
0.294000,10064.680000,10065.536687,220.000000,220.314947,0.000000,3.462219
0.295000,10064.900000,10065.757003,220.000000,220.318409,0.000000,3.462219
0.296000,10065.120000,10065.977323,220.000000,220.321872,0.000000,3.462219
0.297000,10065.340000,10066.197647,220.000000,220.325334,0.000000,3.462219
0.298000,10065.560000,10066.417974,220.000000,220.328796,0.000000,3.462219
0.299000,10065.780000,10066.638305,220.000000,220.332258,0.000000,3.462219
0.300000,10066.000000,10066.279737,220.000000,220.432020,0.000000,3.925341
0.301000,10066.220000,10066.500171,220.000000,220.435946,0.000000,3.925341
0.302000,10066.440000,10066.720609,220.000000,220.439871,0.000000,3.925341
0.303000,10066.660000,10066.941050,220.000000,220.443796,0.000000,3.925341
0.304000,10066.880000,10067.161496,220.000000,220.447722,0.000000,3.925341
0.305000,10067.100000,10067.381946,220.000000,220.451647,0.000000,3.925341
0.306000,10067.320000,10067.602399,220.000000,220.455572,0.000000,3.925341
0.307000,10067.540000,10067.822857,220.000000,220.459498,0.000000,3.925341
0.308000,10067.760000,10068.043318,220.000000,220.463423,0.000000,3.925341
0.309000,10067.980000,10068.263784,220.000000,220.467348,0.000000,3.925341
0.310000,10068.200000,10068.484253,220.000000,220.471274,0.000000,3.925341
0.311000,10068.420000,10068.704726,220.000000,220.475199,0.000000,3.925341
0.312000,10068.640000,10068.925204,220.000000,220.479124,0.000000,3.925341
0.313000,10068.860000,10069.145685,220.000000,220.483050,0.000000,3.925341
0.314000,10069.080000,10069.366170,220.000000,220.486975,0.000000,3.925341
0.315000,10069.300000,10069.586659,220.000000,220.490900,0.000000,3.925341
0.316000,10069.520000,10069.807151,220.000000,220.494826,0.000000,3.925341
0.317000,10069.740000,10070.027648,220.000000,220.498751,0.000000,3.925341
0.318000,10069.960000,10070.248149,220.000000,220.502676,0.000000,3.925341
0.319000,10070.180000,10070.468654,220.000000,220.506602,0.000000,3.925341
0.320000,10070.400000,10070.689162,220.000000,220.510527,0.000000,3.925341
0.321000,10070.620000,10070.909675,220.000000,220.514452,0.000000,3.925341
0.322000,10070.840000,10071.130191,220.000000,220.518378,0.000000,3.925341
0.323000,10071.060000,10071.350711,220.000000,220.522303,0.000000,3.925341
0.324000,10071.280000,10071.571236,220.000000,220.526228,0.000000,3.925341
0.325000,10071.500000,10071.791764,220.000000,220.530154,0.000000,3.925341
0.326000,10071.720000,10072.012296,220.000000,220.534079,0.000000,3.925341
0.327000,10071.940000,10072.232832,220.000000,220.538004,0.000000,3.925341
0.328000,10072.160000,10072.453372,220.000000,220.541930,0.000000,3.925341
0.329000,10072.380000,10072.673916,220.000000,220.545855,0.000000,3.925341
0.330000,10072.600000,10072.894464,220.000000,220.549780,0.000000,3.925341
0.331000,10072.820000,10073.115015,220.000000,220.553706,0.000000,3.925341
0.332000,10073.040000,10073.335571,220.000000,220.557631,0.000000,3.925341
0.333000,10073.260000,10073.556131,220.000000,220.561557,0.000000,3.925341
0.334000,10073.480000,10073.776694,220.000000,220.565482,0.000000,3.925341
0.335000,10073.700000,10073.997262,220.000000,220.569407,0.000000,3.925341
0.336000,10073.920000,10074.217833,220.000000,220.573333,0.000000,3.925341
0.337000,10074.140000,10074.438408,220.000000,220.577258,0.000000,3.925341
0.338000,10074.360000,10074.658988,220.000000,220.581183,0.000000,3.925341
0.339000,10074.580000,10074.879571,220.000000,220.585109,0.000000,3.925341
0.340000,10074.800000,10075.100158,220.000000,220.589034,0.000000,3.925341
0.341000,10075.020000,10075.320749,220.000000,220.592959,0.000000,3.925341
0.342000,10075.240000,10075.541344,220.000000,220.596885,0.000000,3.925341
0.343000,10075.460000,10075.761943,220.000000,220.600810,0.000000,3.925341
0.344000,10075.680000,10075.982545,220.000000,220.604735,0.000000,3.925341
0.345000,10075.900000,10076.203152,220.000000,220.608661,0.000000,3.925341
0.346000,10076.120000,10076.423763,220.000000,220.612586,0.000000,3.925341
0.347000,10076.340000,10076.644377,220.000000,220.616511,0.000000,3.925341
0.348000,10076.560000,10076.864996,220.000000,220.620437,0.000000,3.925341
0.349000,10076.780000,10077.085618,220.000000,220.624362,0.000000,3.925341
0.350000,10077.000000,10077.537558,220.000000,220.409151,0.000000,3.072198
0.351000,10077.220000,10077.757969,220.000000,220.412224,0.000000,3.072198
0.352000,10077.440000,10077.978383,220.000000,220.415296,0.000000,3.072198
0.353000,10077.660000,10078.198799,220.000000,220.418368,0.000000,3.072198
0.354000,10077.880000,10078.419219,220.000000,220.421440,0.000000,3.072198
0.355000,10078.100000,10078.639642,220.000000,220.424512,0.000000,3.072198
0.356000,10078.320000,10078.860068,220.000000,220.427585,0.000000,3.072198
0.357000,10078.540000,10079.080497,220.000000,220.430657,0.000000,3.072198
0.358000,10078.760000,10079.300930,220.000000,220.433729,0.000000,3.072198
0.359000,10078.980000,10079.521365,220.000000,220.436801,0.000000,3.072198
0.360000,10079.200000,10079.741803,220.000000,220.439873,0.000000,3.072198
0.361000,10079.420000,10079.962245,220.000000,220.442946,0.000000,3.072198
0.362000,10079.640000,10080.182689,220.000000,220.446018,0.000000,3.072198
0.363000,10079.860000,10080.403137,220.000000,220.449090,0.000000,3.072198
0.364000,10080.080000,10080.623587,220.000000,220.452162,0.000000,3.072198
0.365000,10080.300000,10080.844041,220.000000,220.455234,0.000000,3.072198
0.366000,10080.520000,10081.064498,220.000000,220.458307,0.000000,3.072198
0.367000,10080.740000,10081.284958,220.000000,220.461379,0.000000,3.072198
0.368000,10080.960000,10081.505421,220.000000,220.464451,0.000000,3.072198
0.369000,10081.180000,10081.725887,220.000000,220.467523,0.000000,3.072198
0.370000,10081.400000,10081.946356,220.000000,220.470595,0.000000,3.072198
0.371000,10081.620000,10082.166828,220.000000,220.473667,0.000000,3.072198
0.372000,10081.840000,10082.387303,220.000000,220.476740,0.000000,3.072198
0.373000,10082.060000,10082.607781,220.000000,220.479812,0.000000,3.072198
0.374000,10082.280000,10082.828263,220.000000,220.482884,0.000000,3.072198
0.375000,10082.500000,10083.048747,220.000000,220.485956,0.000000,3.072198
