Mach,mode,real,imag,wn,wd,zeta
1.110000,Spiral,0.085118,0.000000,0.085118,0.000000,-1.000000
1.120000,Short Period,-14.691391,10.965537,18.332484,10.965537,0.801386
1.120000,Short Period,-14.691391,-10.965537,18.332484,10.965537,0.801386
1.120000,Real Mode,-0.087135,0.000000,0.087135,0.000000,1.000000
1.120000,Real Mode,-0.017432,0.000000,0.017432,0.000000,1.000000
1.120000,Dutch Roll,-1.319733,6.776779,6.904087,6.776779,0.191152
1.120000,Dutch Roll,-1.319733,-6.776779,6.904087,6.776779,0.191152
1.120000,Roll,-5.433921,0.000000,5.433921,0.000000,1.000000
1.120000,Spiral,0.084503,0.000000,0.084503,0.000000,-1.000000
1.130000,Short Period,-14.822804,11.063795,18.496569,11.063795,0.801381
1.130000,Short Period,-14.822804,-11.063795,18.496569,11.063795,0.801381
1.130000,Real Mode,-0.090430,0.000000,0.090430,0.000000,1.000000
1.130000,Real Mode,-0.016511,0.000000,0.016511,0.000000,1.000000
1.130000,Dutch Roll,-1.320211,6.820017,6.946625,6.820017,0.190051
1.130000,Dutch Roll,-1.320211,-6.820017,6.946625,6.820017,0.190051
1.130000,Roll,-5.504375,0.000000,5.504375,0.000000,1.000000
1.130000,Spiral,0.083895,0.000000,0.083895,0.000000,-1.000000
1.140000,Short Period,-14.954221,11.162059,18.660661,11.162059,0.801377
1.140000,Short Period,-14.954221,-11.162059,18.660661,11.162059,0.801377
1.140000,Real Mode,-0.093669,0.000000,0.093669,0.000000,1.000000
1.140000,Real Mode,-0.015672,0.000000,0.015672,0.000000,1.000000
1.140000,Dutch Roll,-1.320814,6.863517,6.989450,6.863517,0.188973
1.140000,Dutch Roll,-1.320814,-6.863517,6.989450,6.863517,0.188973
1.140000,Roll,-5.574589,0.000000,5.574589,0.000000,1.000000
1.140000,Spiral,0.083295,0.000000,0.083295,0.000000,-1.000000
1.150000,Short Period,-15.085642,11.260329,18.824761,11.260329,0.801372
1.150000,Short Period,-15.085642,-11.260329,18.824761,11.260329,0.801372
1.150000,Real Mode,-0.096864,0.000000,0.096864,0.000000,1.000000
1.150000,Real Mode,-0.014901,0.000000,0.014901,0.000000,1.000000
1.150000,Dutch Roll,-1.321540,6.907267,7.032554,6.907267,0.187918
1.150000,Dutch Roll,-1.321540,-6.907267,7.032554,6.907267,0.187918
1.150000,Roll,-5.644569,0.000000,5.644569,0.000000,1.000000
1.150000,Spiral,0.082703,0.000000,0.082703,0.000000,-1.000000
1.160000,Short Period,-15.217068,11.358606,18.988867,11.358606,0.801368
1.160000,Short Period,-15.217068,-11.358606,18.988867,11.358606,0.801368
1.160000,Real Mode,-0.100024,0.000000,0.100024,0.000000,1.000000
1.160000,Real Mode,-0.014192,0.000000,0.014192,0.000000,1.000000
1.160000,Dutch Roll,-1.322386,6.951260,7.075925,6.951260,0.186885
1.160000,Dutch Roll,-1.322386,-6.951260,7.075925,6.951260,0.186885
1.160000,Roll,-5.714319,0.000000,5.714319,0.000000,1.000000
1.160000,Spiral,0.082118,0.000000,0.082118,0.000000,-1.000000
1.170000,Short Period,-15.348498,11.456889,19.152981,11.456889,0.801363
1.170000,Short Period,-15.348498,-11.456889,19.152981,11.456889,0.801363
1.170000,Real Mode,-0.103157,0.000000,0.103157,0.000000,1.000000
1.170000,Real Mode,-0.013535,0.000000,0.013535,0.000000,1.000000
1.170000,Dutch Roll,-1.323350,6.995484,7.119554,6.995484,0.185875
1.170000,Dutch Roll,-1.323350,-6.995484,7.119554,6.995484,0.185875
1.170000,Roll,-5.783845,0.000000,5.783845,0.000000,1.000000
1.170000,Spiral,0.081540,0.000000,0.081540,0.000000,-1.000000
1.180000,Short Period,-15.479932,11.555178,19.317102,11.555178,0.801359
1.180000,Short Period,-15.479932,-11.555178,19.317102,11.555178,0.801359
1.180000,Real Mode,-0.106268,0.000000,0.106268,0.000000,1.000000
1.180000,Real Mode,-0.012925,0.000000,0.012925,0.000000,1.000000
1.180000,Dutch Roll,-1.324430,7.039933,7.163433,7.039933,0.184888
1.180000,Dutch Roll,-1.324430,-7.039933,7.163433,7.039933,0.184888
1.180000,Roll,-5.853151,0.000000,5.853151,0.000000,1.000000
1.180000,Spiral,0.080969,0.000000,0.080969,0.000000,-1.000000
1.190000,Short Period,-15.611371,11.653473,19.481230,11.653473,0.801354
1.190000,Short Period,-15.611371,-11.653473,19.481230,11.653473,0.801354
1.190000,Real Mode,-0.109363,0.000000,0.109363,0.000000,1.000000
1.190000,Real Mode,-0.012357,0.000000,0.012357,0.000000,1.000000
1.190000,Dutch Roll,-1.325622,7.084597,7.207551,7.084597,0.183921
1.190000,Dutch Roll,-1.325622,-7.084597,7.207551,7.084597,0.183921
1.190000,Roll,-5.922243,0.000000,5.922243,0.000000,1.000000
1.190000,Spiral,0.080405,0.000000,0.080405,0.000000,-1.000000
1.200000,Short Period,-15.742813,11.751774,19.645365,11.751774,0.801350
1.200000,Short Period,-15.742813,-11.751774,19.645365,11.751774,0.801350
1.200000,Real Mode,-0.081120,0.000000,0.081120,0.000000,1.000000
1.200000,Real Mode,-0.016392,0.000000,0.016392,0.000000,1.000000
1.200000,Dutch Roll,-1.326924,7.129469,7.251900,7.129469,0.182976
1.200000,Dutch Roll,-1.326924,-7.129469,7.251900,7.129469,0.182976
1.200000,Roll,-5.991126,0.000000,5.991126,0.000000,1.000000
1.200000,Spiral,0.079848,0.000000,0.079848,0.000000,-1.000000
1.210000,Short Period,-15.874036,11.849753,19.809130,11.849753,0.801349
1.210000,Short Period,-15.874036,-11.849753,19.809130,11.849753,0.801349
1.210000,Phugoid,-0.035768,0.005351,0.036166,0.005351,0.988992
1.210000,Phugoid,-0.035768,-0.005351,0.036166,0.005351,0.988992
1.210000,Dutch Roll,-1.327798,7.173942,7.295786,7.173942,0.181995
1.210000,Dutch Roll,-1.327798,-7.173942,7.295786,7.173942,0.181995
1.210000,Roll,-6.060440,0.000000,6.060440,0.000000,1.000000
1.210000,Spiral,0.079305,0.000000,0.079305,0.000000,-1.000000
1.220000,Short Period,-16.005258,11.947732,19.972896,11.947732,0.801349
1.220000,Short Period,-16.005258,-11.947732,19.972896,11.947732,0.801349
1.220000,Real Mode,-0.040729,0.000000,0.040729,0.000000,1.000000
1.220000,Real Mode,-0.031591,0.000000,0.031591,0.000000,1.000000
1.220000,Dutch Roll,-1.328780,7.218621,7.339901,7.218621,0.181035
1.220000,Dutch Roll,-1.328780,-7.218621,7.339901,7.218621,0.181035
1.220000,Roll,-6.129541,0.000000,6.129541,0.000000,1.000000
1.220000,Spiral,0.078768,0.000000,0.078768,0.000000,-1.000000
1.230000,Short Period,-16.136482,12.045712,20.136663,12.045712,0.801348
1.230000,Short Period,-16.136482,-12.045712,20.136663,12.045712,0.801348
1.230000,Real Mode,-0.044939,0.000000,0.044939,0.000000,1.000000
1.230000,Real Mode,-0.028170,0.000000,0.028170,0.000000,1.000000
1.230000,Dutch Roll,-1.329867,7.263499,7.384237,7.263499,0.180095
1.230000,Dutch Roll,-1.329867,-7.263499,7.384237,7.263499,0.180095
1.230000,Roll,-6.198435,0.000000,6.198435,0.000000,1.000000
1.230000,Spiral,0.078238,0.000000,0.078238,0.000000,-1.000000
1.240000,Short Period,-16.267705,12.143693,20.300431,12.143693,0.801348
1.240000,Short Period,-16.267705,-12.143693,20.300431,12.143693,0.801348
1.240000,Real Mode,-0.047889,0.000000,0.047889,0.000000,1.000000
1.240000,Real Mode,-0.026012,0.000000,0.026012,0.000000,1.000000
1.240000,Dutch Roll,-1.331058,7.308568,7.428788,7.308568,0.179176
1.240000,Dutch Roll,-1.331058,-7.308568,7.428788,7.308568,0.179176
1.240000,Roll,-6.267127,0.000000,6.267127,0.000000,1.000000
1.240000,Spiral,0.077714,0.000000,0.077714,0.000000,-1.000000
1.250000,Short Period,-16.398930,12.241674,20.464200,12.241674,0.801347
1.250000,Short Period,-16.398930,-12.241674,20.464200,12.241674,0.801347
1.250000,Real Mode,-0.050346,0.000000,0.050346,0.000000,1.000000
1.250000,Real Mode,-0.024350,0.000000,0.024350,0.000000,1.000000
1.250000,Dutch Roll,-1.332349,7.353823,7.473544,7.353823,0.178275
1.250000,Dutch Roll,-1.332349,-7.353823,7.473544,7.353823,0.178275
1.250000,Roll,-6.335620,0.000000,6.335620,0.000000,1.000000
1.250000,Spiral,0.077196,0.000000,0.077196,0.000000,-1.000000
1.260000,Short Period,-16.530155,12.339657,20.627970,12.339657,0.801347
1.260000,Short Period,-16.530155,-12.339657,20.627970,12.339657,0.801347
1.260000,Real Mode,-0.052520,0.000000,0.052520,0.000000,1.000000
1.260000,Real Mode,-0.022975,0.000000,0.022975,0.000000,1.000000
1.260000,Dutch Roll,-1.333739,7.399256,7.518501,7.399256,0.177394
1.260000,Dutch Roll,-1.333739,-7.399256,7.518501,7.399256,0.177394
1.260000,Roll,-6.403921,0.000000,6.403921,0.000000,1.000000
1.260000,Spiral,0.076685,0.000000,0.076685,0.000000,-1.000000
1.270000,Short Period,-16.661380,12.437640,20.791740,12.437640,0.801346
1.270000,Short Period,-16.661380,-12.437640,20.791740,12.437640,0.801346
1.270000,Real Mode,-0.054503,0.000000,0.054503,0.000000,1.000000
1.270000,Real Mode,-0.021794,0.000000,0.021794,0.000000,1.000000
1.270000,Dutch Roll,-1.335225,7.444862,7.563650,7.444862,0.176532
1.270000,Dutch Roll,-1.335225,-7.444862,7.563650,7.444862,0.176532
1.270000,Roll,-6.472034,0.000000,6.472034,0.000000,1.000000
1.270000,Spiral,0.076179,0.000000,0.076179,0.000000,-1.000000
1.280000,Short Period,-16.792606,12.535624,20.955512,12.535624,0.801346
1.280000,Short Period,-16.792606,-12.535624,20.955512,12.535624,0.801346
1.280000,Real Mode,-0.056348,0.000000,0.056348,0.000000,1.000000
1.280000,Real Mode,-0.020754,0.000000,0.020754,0.000000,1.000000
1.280000,Dutch Roll,-1.336804,7.490635,7.608985,7.490635,0.175688
1.280000,Dutch Roll,-1.336804,-7.490635,7.608985,7.490635,0.175688
1.280000,Roll,-6.539962,0.000000,6.539962,0.000000,1.000000
1.280000,Spiral,0.075679,0.000000,0.075679,0.000000,-1.000000
1.290000,Short Period,-16.923832,12.633609,21.119284,12.633609,0.801345
1.290000,Short Period,-16.923832,-12.633609,21.119284,12.633609,0.801345
1.290000,Real Mode,-0.058086,0.000000,0.058086,0.000000,1.000000
1.290000,Real Mode,-0.019823,0.000000,0.019823,0.000000,1.000000
1.290000,Dutch Roll,-1.338475,7.536569,7.654501,7.536569,0.174861
1.290000,Dutch Roll,-1.338475,-7.536569,7.654501,7.536569,0.174861
1.290000,Roll,-6.607712,0.000000,6.607712,0.000000,1.000000
1.290000,Spiral,0.075185,0.000000,0.075185,0.000000,-1.000000
1.300000,Short Period,-17.055059,12.731594,21.283057,12.731594,0.801344
1.300000,Short Period,-17.055059,-12.731594,21.283057,12.731594,0.801344
1.300000,Real Mode,-0.059740,0.000000,0.059740,0.000000,1.000000
1.300000,Real Mode,-0.018980,0.000000,0.018980,0.000000,1.000000
1.300000,Dutch Roll,-1.340235,7.582658,7.700191,7.582658,0.174052
1.300000,Dutch Roll,-1.340235,-7.582658,7.700191,7.582658,0.174052
1.300000,Roll,-6.675287,0.000000,6.675287,0.000000,1.000000
1.300000,Spiral,0.074697,0.000000,0.074697,0.000000,-1.000000
1.310000,Short Period,-17.186287,12.829580,21.446832,12.829580,0.801344
1.310000,Short Period,-17.186287,-12.829580,21.446832,12.829580,0.801344
1.310000,Real Mode,-0.061325,0.000000,0.061325,0.000000,1.000000
1.310000,Real Mode,-0.018210,0.000000,0.018210,0.000000,1.000000
1.310000,Dutch Roll,-1.342083,7.628898,7.746049,7.628898,0.173260
1.310000,Dutch Roll,-1.342083,-7.628898,7.746049,7.628898,0.173260
1.310000,Roll,-6.742691,0.000000,6.742691,0.000000,1.000000
1.310000,Spiral,0.074214,0.000000,0.074214,0.000000,-1.000000
1.320000,Short Period,-17.317515,12.927567,21.610607,12.927567,0.801343
1.320000,Short Period,-17.317515,-12.927567,21.610607,12.927567,0.801343
1.320000,Real Mode,-0.062851,0.000000,0.062851,0.000000,1.000000
1.320000,Real Mode,-0.017501,0.000000,0.017501,0.000000,1.000000
1.320000,Dutch Roll,-1.344016,7.675284,7.792071,7.675284,0.172485
1.320000,Dutch Roll,-1.344016,-7.675284,7.792071,7.675284,0.172485
1.320000,Roll,-6.809930,0.000000,6.809930,0.000000,1.000000
1.320000,Spiral,0.073737,0.000000,0.073737,0.000000,-1.000000
1.330000,Short Period,-17.448743,13.025555,21.774382,13.025555,0.801343
1.330000,Short Period,-17.448743,-13.025555,21.774382,13.025555,0.801343
1.330000,Real Mode,-0.064329,0.000000,0.064329,0.000000,1.000000
1.330000,Real Mode,-0.016844,0.000000,0.016844,0.000000,1.000000
1.330000,Dutch Roll,-1.346031,7.721811,7.838251,7.721811,0.171726
1.330000,Dutch Roll,-1.346031,-7.721811,7.838251,7.721811,0.171726
1.330000,Roll,-6.877005,0.000000,6.877005,0.000000,1.000000
1.330000,Spiral,0.073266,0.000000,0.073266,0.000000,-1.000000
1.340000,Short Period,-17.579972,13.123544,21.938159,13.123544,0.801342
1.340000,Short Period,-17.579972,-13.123544,21.938159,13.123544,0.801342
1.340000,Real Mode,-0.065764,0.000000,0.065764,0.000000,1.000000
1.340000,Real Mode,-0.016233,0.000000,0.016233,0.000000,1.000000
1.340000,Dutch Roll,-1.348128,7.768475,7.884583,7.768475,0.170983
1.340000,Dutch Roll,-1.348128,-7.768475,7.884583,7.768475,0.170983
1.340000,Roll,-6.943923,0.000000,6.943923,0.000000,1.000000
1.340000,Spiral,0.072800,0.000000,0.072800,0.000000,-1.000000
1.350000,Short Period,-17.711202,13.221533,22.101937,13.221533,0.801342
1.350000,Short Period,-17.711202,-13.221533,22.101937,13.221533,0.801342
1.350000,Real Mode,-0.067162,0.000000,0.067162,0.000000,1.000000
1.350000,Real Mode,-0.015661,0.000000,0.015661,0.000000,1.000000
1.350000,Dutch Roll,-1.350304,7.815271,7.931064,7.815271,0.170255
1.350000,Dutch Roll,-1.350304,-7.815271,7.931064,7.815271,0.170255
1.350000,Roll,-7.010686,0.000000,7.010686,0.000000,1.000000
1.350000,Spiral,0.072339,0.000000,0.072339,0.000000,-1.000000
1.360000,Short Period,-17.842432,13.319523,22.265716,13.319523,0.801341
1.360000,Short Period,-17.842432,-13.319523,22.265716,13.319523,0.801341
1.360000,Real Mode,-0.068529,0.000000,0.068529,0.000000,1.000000
1.360000,Real Mode,-0.015125,0.000000,0.015125,0.000000,1.000000
1.360000,Dutch Roll,-1.352558,7.862194,7.977689,7.862194,0.169543
1.360000,Dutch Roll,-1.352558,-7.862194,7.977689,7.862194,0.169543
1.360000,Roll,-7.077298,0.000000,7.077298,0.000000,1.000000
1.360000,Spiral,0.071884,0.000000,0.071884,0.000000,-1.000000
1.370000,Short Period,-17.973663,13.417514,22.429495,13.417514,0.801341
1.370000,Short Period,-17.973663,-13.417514,22.429495,13.417514,0.801341
1.370000,Real Mode,-0.069866,0.000000,0.069866,0.000000,1.000000
1.370000,Real Mode,-0.014621,0.000000,0.014621,0.000000,1.000000
1.370000,Dutch Roll,-1.354887,7.909242,8.024452,7.909242,0.168845
1.370000,Dutch Roll,-1.354887,-7.909242,8.024452,7.909242,0.168845
1.370000,Roll,-7.143764,0.000000,7.143764,0.000000,1.000000
1.370000,Spiral,0.071433,0.000000,0.071433,0.000000,-1.000000
1.380000,Short Period,-18.104894,13.515506,22.593275,13.515506,0.801340
1.380000,Short Period,-18.104894,-13.515506,22.593275,13.515506,0.801340
1.380000,Real Mode,-0.071179,0.000000,0.071179,0.000000,1.000000
1.380000,Real Mode,-0.014145,0.000000,0.014145,0.000000,1.000000
1.380000,Dutch Roll,-1.357290,7.956411,8.071351,7.956411,0.168161
1.380000,Dutch Roll,-1.357290,-7.956411,8.071351,7.956411,0.168161
1.380000,Roll,-7.210086,0.000000,7.210086,0.000000,1.000000
1.380000,Spiral,0.070988,0.000000,0.070988,0.000000,-1.000000
1.390000,Short Period,-18.236126,13.613499,22.757057,13.613499,0.801339
1.390000,Short Period,-18.236126,-13.613499,22.757057,13.613499,0.801339
1.390000,Real Mode,-0.072468,0.000000,0.072468,0.000000,1.000000
1.390000,Real Mode,-0.013695,0.000000,0.013695,0.000000,1.000000
1.390000,Dutch Roll,-1.359764,8.003696,8.118381,8.003696,0.167492
1.390000,Dutch Roll,-1.359764,-8.003696,8.118381,8.003696,0.167492
1.390000,Roll,-7.276268,0.000000,7.276268,0.000000,1.000000
1.390000,Spiral,0.070548,0.000000,0.070548,0.000000,-1.000000
1.400000,Short Period,-18.367358,13.711492,22.920839,13.711492,0.801339
1.400000,Short Period,-18.367358,-13.711492,22.920839,13.711492,0.801339
1.400000,Real Mode,-0.073738,0.000000,0.073738,0.000000,1.000000
1.400000,Real Mode,-0.013269,0.000000,0.013269,0.000000,1.000000
1.400000,Dutch Roll,-1.362309,8.051094,8.165537,8.051094,0.166836
1.400000,Dutch Roll,-1.362309,-8.051094,8.165537,8.051094,0.166836
1.400000,Roll,-7.342313,0.000000,7.342313,0.000000,1.000000
1.400000,Spiral,0.070113,0.000000,0.070113,0.000000,-1.000000
1.410000,Short Period,-18.498591,13.809486,23.084622,13.809486,0.801338
1.410000,Short Period,-18.498591,-13.809486,23.084622,13.809486,0.801338
1.410000,Real Mode,-0.074988,0.000000,0.074988,0.000000,1.000000
1.410000,Real Mode,-0.012864,0.000000,0.012864,0.000000,1.000000
1.410000,Dutch Roll,-1.364923,8.098601,8.212817,8.098601,0.166194
1.410000,Dutch Roll,-1.364923,-8.098601,8.212817,8.098601,0.166194
1.410000,Roll,-7.408226,0.000000,7.408226,0.000000,1.000000
1.410000,Spiral,0.069683,0.000000,0.069683,0.000000,-1.000000
1.420000,Short Period,-18.629824,13.907481,23.248406,13.907481,0.801338
1.420000,Short Period,-18.629824,-13.907481,23.248406,13.907481,0.801338
1.420000,Real Mode,-0.076223,0.000000,0.076223,0.000000,1.000000
1.420000,Real Mode,-0.012479,0.000000,0.012479,0.000000,1.000000
1.420000,Dutch Roll,-1.367603,8.146216,8.260216,8.146216,0.165565
1.420000,Dutch Roll,-1.367603,-8.146216,8.260216,8.146216,0.165565
1.420000,Roll,-7.474008,0.000000,7.474008,0.000000,1.000000
1.420000,Spiral,0.069257,0.000000,0.069257,0.000000,-1.000000
1.430000,Short Period,-18.761058,14.005476,23.412191,14.005476,0.801337
1.430000,Short Period,-18.761058,-14.005476,23.412191,14.005476,0.801337
1.430000,Real Mode,-0.077442,0.000000,0.077442,0.000000,1.000000
1.430000,Real Mode,-0.012112,0.000000,0.012112,0.000000,1.000000
1.430000,Dutch Roll,-1.370350,8.193934,8.307732,8.193934,0.164949
1.430000,Dutch Roll,-1.370350,-8.193934,8.307732,8.193934,0.164949
1.430000,Roll,-7.539664,0.000000,7.539664,0.000000,1.000000
1.430000,Spiral,0.068836,0.000000,0.068836,0.000000,-1.000000
1.440000,Short Period,-18.892293,14.103473,23.575976,14.103473,0.801337
1.440000,Short Period,-18.892293,-14.103473,23.575976,14.103473,0.801337
1.440000,Real Mode,-0.078648,0.000000,0.078648,0.000000,1.000000
1.440000,Real Mode,-0.011763,0.000000,0.011763,0.000000,1.000000
1.440000,Dutch Roll,-1.373159,8.241752,8.355360,8.241752,0.164345
1.440000,Dutch Roll,-1.373159,-8.241752,8.355360,8.241752,0.164345
1.440000,Roll,-7.605195,0.000000,7.605195,0.000000,1.000000
1.440000,Spiral,0.068420,0.000000,0.068420,0.000000,-1.000000
1.450000,Short Period,-19.023527,14.201470,23.739763,14.201470,0.801336
1.450000,Short Period,-19.023527,-14.201470,23.739763,14.201470,0.801336
1.450000,Real Mode,-0.079841,0.000000,0.079841,0.000000,1.000000
1.450000,Real Mode,-0.011428,0.000000,0.011428,0.000000,1.000000
1.450000,Dutch Roll,-1.376032,8.289668,8.403098,8.289668,0.163753
1.450000,Dutch Roll,-1.376032,-8.289668,8.403098,8.289668,0.163753
1.450000,Roll,-7.670606,0.000000,7.670606,0.000000,1.000000
1.450000,Spiral,0.068009,0.000000,0.068009,0.000000,-1.000000
1.460000,Short Period,-19.154763,14.299468,23.903550,14.299468,0.801335
1.460000,Short Period,-19.154763,-14.299468,23.903550,14.299468,0.801335
1.460000,Real Mode,-0.081022,0.000000,0.081022,0.000000,1.000000
1.460000,Real Mode,-0.011109,0.000000,0.011109,0.000000,1.000000
1.460000,Dutch Roll,-1.378965,8.337678,8.450942,8.337678,0.163173
1.460000,Dutch Roll,-1.378965,-8.337678,8.450942,8.337678,0.163173
1.460000,Roll,-7.735899,0.000000,7.735899,0.000000,1.000000
1.460000,Spiral,0.067602,0.000000,0.067602,0.000000,-1.000000
1.470000,Short Period,-19.285999,14.397466,24.067339,14.397466,0.801335
1.470000,Short Period,-19.285999,-14.397466,24.067339,14.397466,0.801335
1.470000,Real Mode,-0.082193,0.000000,0.082193,0.000000,1.000000
1.470000,Real Mode,-0.010803,0.000000,0.010803,0.000000,1.000000
1.470000,Dutch Roll,-1.381958,8.385781,8.498890,8.385781,0.162605
1.470000,Dutch Roll,-1.381958,-8.385781,8.498890,8.385781,0.162605
1.470000,Roll,-7.801076,0.000000,7.801076,0.000000,1.000000
1.470000,Spiral,0.067199,0.000000,0.067199,0.000000,-1.000000
1.480000,Short Period,-19.417235,14.495466,24.231128,14.495466,0.801334
1.480000,Short Period,-19.417235,-14.495466,24.231128,14.495466,0.801334
1.480000,Real Mode,-0.083355,0.000000,0.083355,0.000000,1.000000
1.480000,Real Mode,-0.010510,0.000000,0.010510,0.000000,1.000000
1.480000,Dutch Roll,-1.385009,8.433973,8.546938,8.433973,0.162047
1.480000,Dutch Roll,-1.385009,-8.433973,8.546938,8.433973,0.162047
1.480000,Roll,-7.866141,0.000000,7.866141,0.000000,1.000000
1.480000,Spiral,0.066801,0.000000,0.066801,0.000000,-1.000000
1.490000,Short Period,-19.548473,14.593466,24.394918,14.593466,0.801334
1.490000,Short Period,-19.548473,-14.593466,24.394918,14.593466,0.801334
1.490000,Real Mode,-0.084508,0.000000,0.084508,0.000000,1.000000
1.490000,Real Mode,-0.010228,0.000000,0.010228,0.000000,1.000000
1.490000,Dutch Roll,-1.388117,8.482252,8.595084,8.482252,0.161501
1.490000,Dutch Roll,-1.388117,-8.482252,8.595084,8.482252,0.161501
1.490000,Roll,-7.931097,0.000000,7.931097,0.000000,1.000000
1.490000,Spiral,0.066408,0.000000,0.066408,0.000000,-1.000000
1.500000,Short Period,-19.679710,14.691467,24.558709,14.691467,0.801333
1.500000,Short Period,-19.679710,-14.691467,24.558709,14.691467,0.801333
1.500000,Real Mode,-0.085653,0.000000,0.085653,0.000000,1.000000
1.500000,Real Mode,-0.009958,0.000000,0.009958,0.000000,1.000000
1.500000,Dutch Roll,-1.391281,8.530617,8.643326,8.530617,0.160966
1.500000,Dutch Roll,-1.391281,-8.530617,8.643326,8.530617,0.160966
1.500000,Roll,-7.995945,0.000000,7.995945,0.000000,1.000000
1.500000,Spiral,0.066018,0.000000,0.066018,0.000000,-1.000000
1.510000,Short Period,-19.810948,14.789469,24.722501,14.789469,0.801333
1.510000,Short Period,-19.810948,-14.789469,24.722501,14.789469,0.801333
1.510000,Real Mode,-0.086790,0.000000,0.086790,0.000000,1.000000
1.510000,Real Mode,-0.009699,0.000000,0.009699,0.000000,1.000000
1.510000,Dutch Roll,-1.394499,8.579063,8.691660,8.579063,0.160441
1.510000,Dutch Roll,-1.394499,-8.579063,8.691660,8.579063,0.160441
1.510000,Roll,-8.060688,0.000000,8.060688,0.000000,1.000000
1.510000,Spiral,0.065633,0.000000,0.065633,0.000000,-1.000000
1.520000,Short Period,-19.942187,14.887471,24.886294,14.887471,0.801332
1.520000,Short Period,-19.942187,-14.887471,24.886294,14.887471,0.801332
1.520000,Real Mode,-0.087921,0.000000,0.087921,0.000000,1.000000
1.520000,Real Mode,-0.009449,0.000000,0.009449,0.000000,1.000000
1.520000,Dutch Roll,-1.397770,8.627590,8.740084,8.627590,0.159926
1.520000,Dutch Roll,-1.397770,-8.627590,8.740084,8.627590,0.159926
1.520000,Roll,-8.125329,0.000000,8.125329,0.000000,1.000000
1.520000,Spiral,0.065252,0.000000,0.065252,0.000000,-1.000000
1.530000,Short Period,-20.073426,14.985475,25.050088,14.985475,0.801332
1.530000,Short Period,-20.073426,-14.985475,25.050088,14.985475,0.801332
1.530000,Real Mode,-0.089046,0.000000,0.089046,0.000000,1.000000
1.530000,Real Mode,-0.009209,0.000000,0.009209,0.000000,1.000000
1.530000,Dutch Roll,-1.401093,8.676194,8.788596,8.676194,0.159422
1.530000,Dutch Roll,-1.401093,-8.676194,8.788596,8.676194,0.159422
1.530000,Roll,-8.189870,0.000000,8.189870,0.000000,1.000000
1.530000,Spiral,0.064875,0.000000,0.064875,0.000000,-1.000000
1.540000,Short Period,-20.204666,15.083479,25.213882,15.083479,0.801331
1.540000,Short Period,-20.204666,-15.083479,25.213882,15.083479,0.801331
1.540000,Real Mode,-0.090164,0.000000,0.090164,0.000000,1.000000
1.540000,Real Mode,-0.008978,0.000000,0.008978,0.000000,1.000000
1.540000,Dutch Roll,-1.404467,8.724875,8.837193,8.724875,0.158927
1.540000,Dutch Roll,-1.404467,-8.724875,8.837193,8.724875,0.158927
1.540000,Roll,-8.254313,0.000000,8.254313,0.000000,1.000000
1.540000,Spiral,0.064502,0.000000,0.064502,0.000000,-1.000000
1.550000,Short Period,-20.335906,15.181484,25.377678,15.181484,0.801330
1.550000,Short Period,-20.335906,-15.181484,25.377678,15.181484,0.801330
1.550000,Real Mode,-0.091278,0.000000,0.091278,0.000000,1.000000
1.550000,Real Mode,-0.008755,0.000000,0.008755,0.000000,1.000000
1.550000,Dutch Roll,-1.407891,8.773630,8.885873,8.773630,0.158441
1.550000,Dutch Roll,-1.407891,-8.773630,8.885873,8.773630,0.158441
1.550000,Roll,-8.318661,0.000000,8.318661,0.000000,1.000000
1.550000,Spiral,0.064133,0.000000,0.064133,0.000000,-1.000000
1.560000,Short Period,-20.467147,15.279489,25.541474,15.279489,0.801330
1.560000,Short Period,-20.467147,-15.279489,25.541474,15.279489,0.801330
1.560000,Real Mode,-0.092387,0.000000,0.092387,0.000000,1.000000
1.560000,Real Mode,-0.008540,0.000000,0.008540,0.000000,1.000000
1.560000,Dutch Roll,-1.411363,8.822457,8.934634,8.822457,0.157965
1.560000,Dutch Roll,-1.411363,-8.822457,8.934634,8.822457,0.157965
1.560000,Roll,-8.382915,0.000000,8.382915,0.000000,1.000000
1.560000,Spiral,0.063767,0.000000,0.063767,0.000000,-1.000000
1.570000,Short Period,-20.598388,15.377496,25.705271,15.377496,0.801329
1.570000,Short Period,-20.598388,-15.377496,25.705271,15.377496,0.801329
1.570000,Real Mode,-0.093491,0.000000,0.093491,0.000000,1.000000
1.570000,Real Mode,-0.008332,0.000000,0.008332,0.000000,1.000000
1.570000,Dutch Roll,-1.414882,8.871354,8.983475,8.871354,0.157498
1.570000,Dutch Roll,-1.414882,-8.871354,8.983475,8.871354,0.157498
1.570000,Roll,-8.447078,0.000000,8.447078,0.000000,1.000000
1.570000,Spiral,0.063406,0.000000,0.063406,0.000000,-1.000000
1.580000,Short Period,-20.729630,15.475503,25.869070,15.475503,0.801329
1.580000,Short Period,-20.729630,-15.475503,25.869070,15.475503,0.801329
1.580000,Real Mode,-0.094592,0.000000,0.094592,0.000000,1.000000
1.580000,Real Mode,-0.008132,0.000000,0.008132,0.000000,1.000000
1.580000,Dutch Roll,-1.418448,8.920320,9.032392,8.920320,0.157040
1.580000,Dutch Roll,-1.418448,-8.920320,9.032392,8.920320,0.157040
1.580000,Roll,-8.511153,0.000000,8.511153,0.000000,1.000000
