Mach,mode,real,imag,wn,wd,zeta
1.580000,Spiral,0.063049,0.000000,0.063049,0.000000,-1.000000
1.590000,Short Period,-20.860872,15.573511,26.032869,15.573511,0.801328
1.590000,Short Period,-20.860872,-15.573511,26.032869,15.573511,0.801328
1.590000,Real Mode,-0.095689,0.000000,0.095689,0.000000,1.000000
1.590000,Real Mode,-0.007939,0.000000,0.007939,0.000000,1.000000
1.590000,Dutch Roll,-1.422059,8.969352,9.081384,8.969352,0.156591
1.590000,Dutch Roll,-1.422059,-8.969352,9.081384,8.969352,0.156591
1.590000,Roll,-8.575140,0.000000,8.575140,0.000000,1.000000
1.590000,Spiral,0.062695,0.000000,0.062695,0.000000,-1.000000
1.600000,Short Period,-20.992115,15.671520,26.196669,15.671520,0.801328
1.600000,Short Period,-20.992115,-15.671520,26.196669,15.671520,0.801328
1.600000,Real Mode,-0.096782,0.000000,0.096782,0.000000,1.000000
1.600000,Real Mode,-0.007752,0.000000,0.007752,0.000000,1.000000
1.600000,Dutch Roll,-1.425715,9.018450,9.130449,9.018450,0.156150
1.600000,Dutch Roll,-1.425715,-9.018450,9.130449,9.018450,0.156150
1.600000,Roll,-8.639041,0.000000,8.639041,0.000000,1.000000
1.600000,Spiral,0.062345,0.000000,0.062345,0.000000,-1.000000
1.610000,Short Period,-21.123359,15.769529,26.360469,15.769529,0.801327
1.610000,Short Period,-21.123359,-15.769529,26.360469,15.769529,0.801327
1.610000,Real Mode,-0.097873,0.000000,0.097873,0.000000,1.000000
1.610000,Real Mode,-0.007571,0.000000,0.007571,0.000000,1.000000
1.610000,Dutch Roll,-1.429415,9.067611,9.179586,9.067611,0.155717
1.610000,Dutch Roll,-1.429415,-9.067611,9.179586,9.067611,0.155717
1.610000,Roll,-8.702860,0.000000,8.702860,0.000000,1.000000
1.610000,Spiral,0.061999,0.000000,0.061999,0.000000,-1.000000
1.620000,Short Period,-21.254603,15.867540,26.524271,15.867540,0.801327
1.620000,Short Period,-21.254603,-15.867540,26.524271,15.867540,0.801327
1.620000,Real Mode,-0.098961,0.000000,0.098961,0.000000,1.000000
1.620000,Real Mode,-0.007396,0.000000,0.007396,0.000000,1.000000
1.620000,Dutch Roll,-1.433156,9.116834,9.228792,9.116834,0.155292
1.620000,Dutch Roll,-1.433156,-9.116834,9.228792,9.116834,0.155292
1.620000,Roll,-8.766597,0.000000,8.766597,0.000000,1.000000
1.620000,Spiral,0.061656,0.000000,0.061656,0.000000,-1.000000
1.630000,Short Period,-21.385847,15.965551,26.688074,15.965551,0.801326
1.630000,Short Period,-21.385847,-15.965551,26.688074,15.965551,0.801326
1.630000,Real Mode,-0.100046,0.000000,0.100046,0.000000,1.000000
1.630000,Real Mode,-0.007227,0.000000,0.007227,0.000000,1.000000
1.630000,Dutch Roll,-1.436940,9.166117,9.278066,9.166117,0.154875
1.630000,Dutch Roll,-1.436940,-9.166117,9.278066,9.166117,0.154875
1.630000,Roll,-8.830255,0.000000,8.830255,0.000000,1.000000
1.630000,Spiral,0.061317,0.000000,0.061317,0.000000,-1.000000
1.640000,Short Period,-21.517092,16.063563,26.851877,16.063563,0.801325
1.640000,Short Period,-21.517092,-16.063563,26.851877,16.063563,0.801325
1.640000,Real Mode,-0.101129,0.000000,0.101129,0.000000,1.000000
1.640000,Real Mode,-0.007063,0.000000,0.007063,0.000000,1.000000
1.640000,Dutch Roll,-1.440764,9.215460,9.327406,9.215460,0.154466
1.640000,Dutch Roll,-1.440764,-9.215460,9.327406,9.215460,0.154466
1.640000,Roll,-8.893834,0.000000,8.893834,0.000000,1.000000
1.640000,Spiral,0.060981,0.000000,0.060981,0.000000,-1.000000
1.650000,Short Period,-21.648338,16.161575,27.015682,16.161575,0.801325
1.650000,Short Period,-21.648338,-16.161575,27.015682,16.161575,0.801325
1.650000,Real Mode,-0.102211,0.000000,0.102211,0.000000,1.000000
1.650000,Real Mode,-0.006905,0.000000,0.006905,0.000000,1.000000
1.650000,Dutch Roll,-1.444629,9.264859,9.376810,9.264859,0.154064
1.650000,Dutch Roll,-1.444629,-9.264859,9.376810,9.264859,0.154064
1.650000,Roll,-8.957338,0.000000,8.957338,0.000000,1.000000
1.650000,Spiral,0.060649,0.000000,0.060649,0.000000,-1.000000
1.660000,Short Period,-21.779584,16.259589,27.179487,16.259589,0.801324
1.660000,Short Period,-21.779584,-16.259589,27.179487,16.259589,0.801324
1.660000,Real Mode,-0.103290,0.000000,0.103290,0.000000,1.000000
1.660000,Real Mode,-0.006751,0.000000,0.006751,0.000000,1.000000
1.660000,Dutch Roll,-1.448532,9.314316,9.426278,9.314316,0.153670
1.660000,Dutch Roll,-1.448532,-9.314316,9.426278,9.314316,0.153670
1.660000,Roll,-9.020766,0.000000,9.020766,0.000000,1.000000
1.660000,Spiral,0.060320,0.000000,0.060320,0.000000,-1.000000
1.670000,Short Period,-21.910831,16.357603,27.343293,16.357603,0.801324
1.670000,Short Period,-21.910831,-16.357603,27.343293,16.357603,0.801324
1.670000,Real Mode,-0.104368,0.000000,0.104368,0.000000,1.000000
1.670000,Real Mode,-0.006602,0.000000,0.006602,0.000000,1.000000
1.670000,Dutch Roll,-1.452474,9.363827,9.475808,9.363827,0.153282
1.670000,Dutch Roll,-1.452474,-9.363827,9.475808,9.363827,0.153282
1.670000,Roll,-9.084122,0.000000,9.084122,0.000000,1.000000
1.670000,Spiral,0.059994,0.000000,0.059994,0.000000,-1.000000
1.680000,Short Period,-22.042078,16.455618,27.507100,16.455618,0.801323
1.680000,Short Period,-22.042078,-16.455618,27.507100,16.455618,0.801323
1.680000,Real Mode,-0.105445,0.000000,0.105445,0.000000,1.000000
1.680000,Real Mode,-0.006457,0.000000,0.006457,0.000000,1.000000
1.680000,Dutch Roll,-1.456453,9.413391,9.525397,9.413391,0.152902
1.680000,Dutch Roll,-1.456453,-9.413391,9.525397,9.413391,0.152902
1.680000,Roll,-9.147407,0.000000,9.147407,0.000000,1.000000
1.680000,Spiral,0.059672,0.000000,0.059672,0.000000,-1.000000
1.690000,Short Period,-22.173325,16.553634,27.670908,16.553634,0.801323
1.690000,Short Period,-22.173325,-16.553634,27.670908,16.553634,0.801323
1.690000,Real Mode,-0.106520,0.000000,0.106520,0.000000,1.000000
1.690000,Real Mode,-0.006317,0.000000,0.006317,0.000000,1.000000
1.690000,Dutch Roll,-1.460469,9.463008,9.575045,9.463008,0.152529
1.690000,Dutch Roll,-1.460469,-9.463008,9.575045,9.463008,0.152529
1.690000,Roll,-9.210621,0.000000,9.210621,0.000000,1.000000
1.690000,Spiral,0.059353,0.000000,0.059353,0.000000,-1.000000
1.700000,Short Period,-22.304574,16.651650,27.834717,16.651650,0.801322
1.700000,Short Period,-22.304574,-16.651650,27.834717,16.651650,0.801322
1.700000,Real Mode,-0.107594,0.000000,0.107594,0.000000,1.000000
1.700000,Real Mode,-0.006181,0.000000,0.006181,0.000000,1.000000
1.700000,Dutch Roll,-1.464520,9.512676,9.624751,9.512676,0.152162
1.700000,Dutch Roll,-1.464520,-9.512676,9.624751,9.512676,0.152162
1.700000,Roll,-9.273767,0.000000,9.273767,0.000000,1.000000
1.700000,Spiral,0.059037,0.000000,0.059037,0.000000,-1.000000
1.710000,Short Period,-22.435822,16.749668,27.998527,16.749668,0.801322
1.710000,Short Period,-22.435822,-16.749668,27.998527,16.749668,0.801322
1.710000,Real Mode,-0.108668,0.000000,0.108668,0.000000,1.000000
1.710000,Real Mode,-0.006049,0.000000,0.006049,0.000000,1.000000
1.710000,Dutch Roll,-1.468608,9.562394,9.674513,9.562394,0.151802
1.710000,Dutch Roll,-1.468608,-9.562394,9.674513,9.562394,0.151802
1.710000,Roll,-9.336846,0.000000,9.336846,0.000000,1.000000
1.710000,Spiral,0.058724,0.000000,0.058724,0.000000,-1.000000
1.720000,Short Period,-22.567072,16.847686,28.162337,16.847686,0.801321
1.720000,Short Period,-22.567072,-16.847686,28.162337,16.847686,0.801321
1.720000,Real Mode,-0.109741,0.000000,0.109741,0.000000,1.000000
1.720000,Real Mode,-0.005921,0.000000,0.005921,0.000000,1.000000
1.720000,Dutch Roll,-1.472729,9.612161,9.724329,9.612161,0.151448
1.720000,Dutch Roll,-1.472729,-9.612161,9.724329,9.612161,0.151448
1.720000,Roll,-9.399860,0.000000,9.399860,0.000000,1.000000
1.720000,Spiral,0.058415,0.000000,0.058415,0.000000,-1.000000
1.730000,Short Period,-22.698322,16.945705,28.326149,16.945705,0.801320
1.730000,Short Period,-22.698322,-16.945705,28.326149,16.945705,0.801320
1.730000,Real Mode,-0.110814,0.000000,0.110814,0.000000,1.000000
1.730000,Real Mode,-0.005797,0.000000,0.005797,0.000000,1.000000
1.730000,Dutch Roll,-1.476885,9.661976,9.774199,9.661976,0.151100
1.730000,Dutch Roll,-1.476885,-9.661976,9.774199,9.661976,0.151100
1.730000,Roll,-9.462809,0.000000,9.462809,0.000000,1.000000
1.730000,Spiral,0.058108,0.000000,0.058108,0.000000,-1.000000
1.740000,Short Period,-22.829572,17.043724,28.489961,17.043724,0.801320
1.740000,Short Period,-22.829572,-17.043724,28.489961,17.043724,0.801320
1.740000,Real Mode,-0.111886,0.000000,0.111886,0.000000,1.000000
1.740000,Real Mode,-0.005676,0.000000,0.005676,0.000000,1.000000
1.740000,Dutch Roll,-1.481073,9.711838,9.824122,9.711838,0.150759
1.740000,Dutch Roll,-1.481073,-9.711838,9.824122,9.711838,0.150759
1.740000,Roll,-9.525695,0.000000,9.525695,0.000000,1.000000
1.740000,Spiral,0.057805,0.000000,0.057805,0.000000,-1.000000
1.750000,Short Period,-22.960823,17.141745,28.653775,17.141745,0.801319
1.750000,Short Period,-22.960823,-17.141745,28.653775,17.141745,0.801319
1.750000,Real Mode,-0.112958,0.000000,0.112958,0.000000,1.000000
1.750000,Real Mode,-0.005558,0.000000,0.005558,0.000000,1.000000
1.750000,Dutch Roll,-1.485294,9.761745,9.874095,9.761745,0.150423
1.750000,Dutch Roll,-1.485294,-9.761745,9.874095,9.761745,0.150423
1.750000,Roll,-9.588520,0.000000,9.588520,0.000000,1.000000
1.750000,Spiral,0.057504,0.000000,0.057504,0.000000,-1.000000
1.760000,Short Period,-23.092074,17.239766,28.817589,17.239766,0.801319
1.760000,Short Period,-23.092074,-17.239766,28.817589,17.239766,0.801319
1.760000,Real Mode,-0.114029,0.000000,0.114029,0.000000,1.000000
1.760000,Real Mode,-0.005444,0.000000,0.005444,0.000000,1.000000
1.760000,Dutch Roll,-1.489547,9.811697,9.924119,9.811697,0.150094
1.760000,Dutch Roll,-1.489547,-9.811697,9.924119,9.811697,0.150094
1.760000,Roll,-9.651284,0.000000,9.651284,0.000000,1.000000
1.760000,Spiral,0.057207,0.000000,0.057207,0.000000,-1.000000
1.770000,Short Period,-23.223326,17.337788,28.981404,17.337788,0.801318
1.770000,Short Period,-23.223326,-17.337788,28.981404,17.337788,0.801318
1.770000,Real Mode,-0.115101,0.000000,0.115101,0.000000,1.000000
1.770000,Real Mode,-0.005333,0.000000,0.005333,0.000000,1.000000
1.770000,Dutch Roll,-1.493832,9.861692,9.974192,9.861692,0.149770
1.770000,Dutch Roll,-1.493832,-9.861692,9.974192,9.861692,0.149770
1.770000,Roll,-9.713989,0.000000,9.713989,0.000000,1.000000
1.770000,Spiral,0.056912,0.000000,0.056912,0.000000,-1.000000
1.780000,Short Period,-23.354579,17.435811,29.145220,17.435811,0.801318
1.780000,Short Period,-23.354579,-17.435811,29.145220,17.435811,0.801318
1.780000,Real Mode,-0.116173,0.000000,0.116173,0.000000,1.000000
1.780000,Real Mode,-0.005225,0.000000,0.005225,0.000000,1.000000
1.780000,Dutch Roll,-1.498146,9.911731,10.024313,9.911731,0.149451
1.780000,Dutch Roll,-1.498146,-9.911731,10.024313,9.911731,0.149451
1.780000,Roll,-9.776637,0.000000,9.776637,0.000000,1.000000
1.780000,Spiral,0.056620,0.000000,0.056620,0.000000,-1.000000
1.790000,Short Period,-23.485832,17.533834,29.309037,17.533834,0.801317
1.790000,Short Period,-23.485832,-17.533834,29.309037,17.533834,0.801317
1.790000,Real Mode,-0.117246,0.000000,0.117246,0.000000,1.000000
1.790000,Real Mode,-0.005120,0.000000,0.005120,0.000000,1.000000
1.790000,Dutch Roll,-1.502491,9.961811,10.074480,9.961811,0.149138
1.790000,Dutch Roll,-1.502491,-9.961811,10.074480,9.961811,0.149138
1.790000,Roll,-9.839227,0.000000,9.839227,0.000000,1.000000
1.790000,Spiral,0.056331,0.000000,0.056331,0.000000,-1.000000
1.800000,Short Period,-23.617085,17.631858,29.472854,17.631858,0.801317
1.800000,Short Period,-23.617085,-17.631858,29.472854,17.631858,0.801317
1.800000,Real Mode,-0.118318,0.000000,0.118318,0.000000,1.000000
1.800000,Real Mode,-0.005018,0.000000,0.005018,0.000000,1.000000
1.800000,Dutch Roll,-1.506866,10.011932,10.124694,10.011932,0.148831
1.800000,Dutch Roll,-1.506866,-10.011932,10.124694,10.011932,0.148831
1.800000,Roll,-9.901762,0.000000,9.901762,0.000000,1.000000
1.800000,Spiral,0.056045,0.000000,0.056045,0.000000,-1.000000
1.810000,Short Period,-23.748339,17.729883,29.636673,17.729883,0.801316
1.810000,Short Period,-23.748339,-17.729883,29.636673,17.729883,0.801316
1.810000,Real Mode,-0.119391,0.000000,0.119391,0.000000,1.000000
1.810000,Real Mode,-0.004918,0.000000,0.004918,0.000000,1.000000
1.810000,Dutch Roll,-1.511269,10.062093,10.174952,10.062093,0.148528
1.810000,Dutch Roll,-1.511269,-10.062093,10.174952,10.062093,0.148528
1.810000,Roll,-9.964243,0.000000,9.964243,0.000000,1.000000
1.810000,Spiral,0.055762,0.000000,0.055762,0.000000,-1.000000
1.820000,Short Period,-23.879594,17.827909,29.800492,17.827909,0.801315
1.820000,Short Period,-23.879594,-17.827909,29.800492,17.827909,0.801315
1.820000,Real Mode,-0.120465,0.000000,0.120465,0.000000,1.000000
1.820000,Real Mode,-0.004821,0.000000,0.004821,0.000000,1.000000
1.820000,Dutch Roll,-1.515700,10.112294,10.225255,10.112294,0.148231
1.820000,Dutch Roll,-1.515700,-10.112294,10.225255,10.112294,0.148231
1.820000,Roll,-10.026669,0.000000,10.026669,0.000000,1.000000
1.820000,Spiral,0.055481,0.000000,0.055481,0.000000,-1.000000
1.830000,Short Period,-24.010849,17.925936,29.964313,17.925936,0.801315
1.830000,Short Period,-24.010849,-17.925936,29.964313,17.925936,0.801315
1.830000,Real Mode,-0.121539,0.000000,0.121539,0.000000,1.000000
1.830000,Real Mode,-0.004727,0.000000,0.004727,0.000000,1.000000
1.830000,Dutch Roll,-1.520160,10.162533,10.275600,10.162533,0.147939
1.830000,Dutch Roll,-1.520160,-10.162533,10.275600,10.162533,0.147939
1.830000,Roll,-10.089044,0.000000,10.089044,0.000000,1.000000
1.830000,Spiral,0.055203,0.000000,0.055203,0.000000,-1.000000
1.840000,Short Period,-24.142105,18.023963,30.128134,18.023963,0.801314
1.840000,Short Period,-24.142105,-18.023963,30.128134,18.023963,0.801314
1.840000,Real Mode,-0.122614,0.000000,0.122614,0.000000,1.000000
1.840000,Real Mode,-0.004635,0.000000,0.004635,0.000000,1.000000
1.840000,Dutch Roll,-1.524646,10.212810,10.325988,10.212810,0.147651
1.840000,Dutch Roll,-1.524646,-10.212810,10.325988,10.212810,0.147651
1.840000,Roll,-10.151367,0.000000,10.151367,0.000000,1.000000
1.840000,Spiral,0.054928,0.000000,0.054928,0.000000,-1.000000
1.850000,Short Period,-24.273361,18.121992,30.291956,18.121992,0.801314
1.850000,Short Period,-24.273361,-18.121992,30.291956,18.121992,0.801314
1.850000,Real Mode,-0.123690,0.000000,0.123690,0.000000,1.000000
1.850000,Real Mode,-0.004545,0.000000,0.004545,0.000000,1.000000
1.850000,Dutch Roll,-1.529160,10.263123,10.376417,10.263123,0.147369
1.850000,Dutch Roll,-1.529160,-10.263123,10.376417,10.263123,0.147369
1.850000,Roll,-10.213640,0.000000,10.213640,0.000000,1.000000
1.850000,Spiral,0.054655,0.000000,0.054655,0.000000,-1.000000
1.860000,Short Period,-24.404618,18.220020,30.455779,18.220020,0.801313
1.860000,Short Period,-24.404618,-18.220020,30.455779,18.220020,0.801313
1.860000,Real Mode,-0.124766,0.000000,0.124766,0.000000,1.000000
1.860000,Real Mode,-0.004458,0.000000,0.004458,0.000000,1.000000
1.860000,Dutch Roll,-1.533700,10.313473,10.426887,10.313473,0.147091
1.860000,Dutch Roll,-1.533700,-10.313473,10.426887,10.313473,0.147091
1.860000,Roll,-10.275863,0.000000,10.275863,0.000000,1.000000
1.860000,Spiral,0.054385,0.000000,0.054385,0.000000,-1.000000
1.870000,Short Period,-24.535875,18.318050,30.619603,18.318050,0.801313
1.870000,Short Period,-24.535875,-18.318050,30.619603,18.318050,0.801313
1.870000,Real Mode,-0.125844,0.000000,0.125844,0.000000,1.000000
1.870000,Real Mode,-0.004373,0.000000,0.004373,0.000000,1.000000
1.870000,Dutch Roll,-1.538265,10.363859,10.477396,10.363859,0.146818
1.870000,Dutch Roll,-1.538265,-10.363859,10.477396,10.363859,0.146818
1.870000,Roll,-10.338038,0.000000,10.338038,0.000000,1.000000
1.870000,Spiral,0.054117,0.000000,0.054117,0.000000,-1.000000
1.880000,Short Period,-24.667133,18.416081,30.783428,18.416081,0.801312
1.880000,Short Period,-24.667133,-18.416081,30.783428,18.416081,0.801312
1.880000,Real Mode,-0.126923,0.000000,0.126923,0.000000,1.000000
1.880000,Real Mode,-0.004290,0.000000,0.004290,0.000000,1.000000
1.880000,Dutch Roll,-1.542856,10.414279,10.527944,10.414279,0.146549
1.880000,Dutch Roll,-1.542856,-10.414279,10.527944,10.414279,0.146549
1.880000,Roll,-10.400165,0.000000,10.400165,0.000000,1.000000
1.880000,Spiral,0.053852,0.000000,0.053852,0.000000,-1.000000
1.890000,Short Period,-24.798391,18.514112,30.947254,18.514112,0.801312
1.890000,Short Period,-24.798391,-18.514112,30.947254,18.514112,0.801312
1.890000,Real Mode,-0.128002,0.000000,0.128002,0.000000,1.000000
1.890000,Real Mode,-0.004210,0.000000,0.004210,0.000000,1.000000
1.890000,Dutch Roll,-1.547472,10.464733,10.578530,10.464733,0.146284
1.890000,Dutch Roll,-1.547472,-10.464733,10.578530,10.464733,0.146284
1.890000,Roll,-10.462246,0.000000,10.462246,0.000000,1.000000
1.890000,Spiral,0.053589,0.000000,0.053589,0.000000,-1.000000
1.900000,Short Period,-24.929650,18.612144,31.111081,18.612144,0.801311
1.900000,Short Period,-24.929650,-18.612144,31.111081,18.612144,0.801311
1.900000,Real Mode,-0.129083,0.000000,0.129083,0.000000,1.000000
1.900000,Real Mode,-0.004131,0.000000,0.004131,0.000000,1.000000
1.900000,Dutch Roll,-1.552112,10.515220,10.629154,10.515220,0.146024
1.900000,Dutch Roll,-1.552112,-10.515220,10.629154,10.515220,0.146024
1.900000,Roll,-10.524281,0.000000,10.524281,0.000000,1.000000
1.900000,Spiral,0.053329,0.000000,0.053329,0.000000,-1.000000
1.910000,Short Period,-25.060909,18.710177,31.274908,18.710177,0.801310
1.910000,Short Period,-25.060909,-18.710177,31.274908,18.710177,0.801310
1.910000,Real Mode,-0.130166,0.000000,0.130166,0.000000,1.000000
1.910000,Real Mode,-0.004054,0.000000,0.004054,0.000000,1.000000
1.910000,Dutch Roll,-1.556776,10.565740,10.679814,10.565740,0.145768
1.910000,Dutch Roll,-1.556776,-10.565740,10.679814,10.565740,0.145768
1.910000,Roll,-10.586271,0.000000,10.586271,0.000000,1.000000
1.910000,Spiral,0.053071,0.000000,0.053071,0.000000,-1.000000
1.920000,Short Period,-25.192169,18.808210,31.438737,18.808210,0.801310
1.920000,Short Period,-25.192169,-18.808210,31.438737,18.808210,0.801310
1.920000,Real Mode,-0.131249,0.000000,0.131249,0.000000,1.000000
1.920000,Real Mode,-0.003979,0.000000,0.003979,0.000000,1.000000
1.920000,Dutch Roll,-1.561464,10.616293,10.730510,10.616293,0.145516
1.920000,Dutch Roll,-1.561464,-10.616293,10.730510,10.616293,0.145516
1.920000,Roll,-10.648217,0.000000,10.648217,0.000000,1.000000
1.920000,Spiral,0.052816,0.000000,0.052816,0.000000,-1.000000
1.930000,Short Period,-25.323430,18.906245,31.602566,18.906245,0.801309
1.930000,Short Period,-25.323430,-18.906245,31.602566,18.906245,0.801309
1.930000,Real Mode,-0.132334,0.000000,0.132334,0.000000,1.000000
1.930000,Real Mode,-0.003906,0.000000,0.003906,0.000000,1.000000
1.930000,Dutch Roll,-1.566174,10.666877,10.781241,10.666877,0.145268
1.930000,Dutch Roll,-1.566174,-10.666877,10.781241,10.666877,0.145268
1.930000,Roll,-10.710120,0.000000,10.710120,0.000000,1.000000
1.930000,Spiral,0.052563,0.000000,0.052563,0.000000,-1.000000
1.940000,Short Period,-25.454690,19.004280,31.766396,19.004280,0.801309
1.940000,Short Period,-25.454690,-19.004280,31.766396,19.004280,0.801309
1.940000,Real Mode,-0.133420,0.000000,0.133420,0.000000,1.000000
1.940000,Real Mode,-0.003835,0.000000,0.003835,0.000000,1.000000
1.940000,Dutch Roll,-1.570908,10.717491,10.832007,10.717491,0.145025
1.940000,Dutch Roll,-1.570908,-10.717491,10.832007,10.717491,0.145025
1.940000,Roll,-10.771980,0.000000,10.771980,0.000000,1.000000
1.940000,Spiral,0.052312,0.000000,0.052312,0.000000,-1.000000
1.950000,Short Period,-25.585952,19.102316,31.930227,19.102316,0.801308
1.950000,Short Period,-25.585952,-19.102316,31.930227,19.102316,0.801308
1.950000,Real Mode,-0.134508,0.000000,0.134508,0.000000,1.000000
1.950000,Real Mode,-0.003765,0.000000,0.003765,0.000000,1.000000
1.950000,Dutch Roll,-1.575664,10.768136,10.882806,10.768136,0.144785
1.950000,Dutch Roll,-1.575664,-10.768136,10.882806,10.768136,0.144785
1.950000,Roll,-10.833799,0.000000,10.833799,0.000000,1.000000
1.950000,Spiral,0.052063,0.000000,0.052063,0.000000,-1.000000
1.960000,Short Period,-25.717214,19.200353,32.094059,19.200353,0.801308
1.960000,Short Period,-25.717214,-19.200353,32.094059,19.200353,0.801308
1.960000,Real Mode,-0.135597,0.000000,0.135597,0.000000,1.000000
1.960000,Real Mode,-0.003697,0.000000,0.003697,0.000000,1.000000
1.960000,Dutch Roll,-1.580441,10.818811,10.933639,10.818811,0.144549
1.960000,Dutch Roll,-1.580441,-10.818811,10.933639,10.818811,0.144549
1.960000,Roll,-10.895577,0.000000,10.895577,0.000000,1.000000
1.960000,Spiral,0.051817,0.000000,0.051817,0.000000,-1.000000
1.970000,Short Period,-25.848477,19.298390,32.257892,19.298390,0.801307
1.970000,Short Period,-25.848477,-19.298390,32.257892,19.298390,0.801307
1.970000,Real Mode,-0.136688,0.000000,0.136688,0.000000,1.000000
1.970000,Real Mode,-0.003631,0.000000,0.003631,0.000000,1.000000
1.970000,Dutch Roll,-1.585241,10.869515,10.984504,10.869515,0.144316
1.970000,Dutch Roll,-1.585241,-10.869515,10.984504,10.869515,0.144316
1.970000,Roll,-10.957314,0.000000,10.957314,0.000000,1.000000
1.970000,Spiral,0.051573,0.000000,0.051573,0.000000,-1.000000
1.980000,Short Period,-25.979740,19.396428,32.421726,19.396428,0.801306
1.980000,Short Period,-25.979740,-19.396428,32.421726,19.396428,0.801306
1.980000,Real Mode,-0.137781,0.000000,0.137781,0.000000,1.000000
1.980000,Real Mode,-0.003566,0.000000,0.003566,0.000000,1.000000
1.980000,Dutch Roll,-1.590061,10.920247,11.035402,10.920247,0.144087
1.980000,Dutch Roll,-1.590061,-10.920247,11.035402,10.920247,0.144087
1.980000,Roll,-11.019012,0.000000,11.019012,0.000000,1.000000
1.980000,Spiral,0.051331,0.000000,0.051331,0.000000,-1.000000
1.990000,Short Period,-26.111003,19.494468,32.585561,19.494468,0.801306
1.990000,Short Period,-26.111003,-19.494468,32.585561,19.494468,0.801306
1.990000,Real Mode,-0.138875,0.000000,0.138875,0.000000,1.000000
1.990000,Real Mode,-0.003502,0.000000,0.003502,0.000000,1.000000
1.990000,Dutch Roll,-1.594902,10.971008,11.086331,10.971008,0.143862
1.990000,Dutch Roll,-1.594902,-10.971008,11.086331,10.971008,0.143862
1.990000,Roll,-11.080672,0.000000,11.080672,0.000000,1.000000
1.990000,Spiral,0.051091,0.000000,0.051091,0.000000,-1.000000
2.000000,Short Period,-26.242267,19.592507,32.749396,19.592507,0.801305
2.000000,Short Period,-26.242267,-19.592507,32.749396,19.592507,0.801305
2.000000,Real Mode,-0.139971,0.000000,0.139971,0.000000,1.000000
2.000000,Real Mode,-0.003441,0.000000,0.003441,0.000000,1.000000
2.000000,Dutch Roll,-1.599764,11.021796,11.137290,11.021796,0.143640
2.000000,Dutch Roll,-1.599764,-11.021796,11.137290,11.021796,0.143640
2.000000,Roll,-11.142293,0.000000,11.142293,0.000000,1.000000
2.000000,Spiral,0.050854,0.000000,0.050854,0.000000,-1.000000
2.010000,Short Period,-26.373532,19.690548,32.913233,19.690548,0.801305
2.010000,Short Period,-26.373532,-19.690548,32.913233,19.690548,0.801305
2.010000,Real Mode,-0.141068,0.000000,0.141068,0.000000,1.000000
2.010000,Real Mode,-0.003380,0.000000,0.003380,0.000000,1.000000
2.010000,Dutch Roll,-1.604646,11.072611,11.188280,11.072611,0.143422
2.010000,Dutch Roll,-1.604646,-11.072611,11.188280,11.072611,0.143422
2.010000,Roll,-11.203877,0.000000,11.203877,0.000000,1.000000
2.010000,Spiral,0.050618,0.000000,0.050618,0.000000,-1.000000
2.020000,Short Period,-26.504797,19.788589,33.077070,19.788589,0.801304
2.020000,Short Period,-26.504797,-19.788589,33.077070,19.788589,0.801304
2.020000,Real Mode,-0.142168,0.000000,0.142168,0.000000,1.000000
2.020000,Real Mode,-0.003321,0.000000,0.003321,0.000000,1.000000
2.020000,Dutch Roll,-1.609547,11.123453,11.239299,11.123453,0.143207
2.020000,Dutch Roll,-1.609547,-11.123453,11.239299,11.123453,0.143207
2.020000,Roll,-11.265425,0.000000,11.265425,0.000000,1.000000
2.020000,Spiral,0.050385,0.000000,0.050385,0.000000,-1.000000
2.030000,Short Period,-26.636063,19.886631,33.240908,19.886631,0.801304
2.030000,Short Period,-26.636063,-19.886631,33.240908,19.886631,0.801304
2.030000,Real Mode,-0.143269,0.000000,0.143269,0.000000,1.000000
2.030000,Real Mode,-0.003263,0.000000,0.003263,0.000000,1.000000
2.030000,Dutch Roll,-1.614468,11.174321,11.290348,11.174321,0.142995
2.030000,Dutch Roll,-1.614468,-11.174321,11.290348,11.174321,0.142995
2.030000,Roll,-11.326936,0.000000,11.326936,0.000000,1.000000
2.030000,Spiral,0.050154,0.000000,0.050154,0.000000,-1.000000
2.040000,Short Period,-26.767329,19.984674,33.404747,19.984674,0.801303
2.040000,Short Period,-26.767329,-19.984674,33.404747,19.984674,0.801303
2.040000,Real Mode,-0.144372,0.000000,0.144372,0.000000,1.000000
2.040000,Real Mode,-0.003207,0.000000,0.003207,0.000000,1.000000
2.040000,Dutch Roll,-1.619409,11.225214,11.341425,11.225214,0.142787
2.040000,Dutch Roll,-1.619409,-11.225214,11.341425,11.225214,0.142787
2.040000,Roll,-11.388412,0.000000,11.388412,0.000000,1.000000
2.040000,Spiral,0.049924,0.000000,0.049924,0.000000,-1.000000
2.050000,Short Period,-26.898596,20.082718,33.568587,20.082718,0.801303
2.050000,Short Period,-26.898596,-20.082718,33.568587,20.082718,0.801303
2.050000,Real Mode,-0.145477,0.000000,0.145477,0.000000,1.000000
2.050000,Real Mode,-0.003152,0.000000,0.003152,0.000000,1.000000
2.050000,Dutch Roll,-1.624367,11.276133,11.392530,11.276133,0.142582
2.050000,Dutch Roll,-1.624367,-11.276133,11.392530,11.276133,0.142582
2.050000,Roll,-11.449853,0.000000,11.449853,0.000000,1.000000
