time,CD,CC,CL,Cl,Cm,Cn,X,Y,Z,L,M,N
0.000000,0.078157,-0.027581,-0.006267,0.000000,0.004774,-0.021762,418.116492,569.246924,-129.352273,0.000000,295.599865,-89.828635
0.001000,0.078157,-0.051026,-0.011595,-0.000000,0.008732,-0.040260,418.116492,1053.130101,-239.307151,0.000000,540.686728,-166.186650
0.002000,0.078157,-0.070955,-0.016123,-0.000000,0.012097,-0.055984,418.116492,1464.448947,-332.772943,0.000000,749.019804,-231.093826
0.003000,0.078157,-0.087895,-0.019973,-0.000000,0.014957,-0.069351,418.116492,1814.083601,-412.221986,0.000000,926.109873,-286.267078
0.004000,0.078157,-0.102295,-0.023245,-0.000000,0.017388,-0.080712,418.116492,2111.283029,-479.756071,-0.000000,1076.641776,-333.165915
0.005000,0.078157,-0.114535,-0.026026,-0.000000,0.019455,-0.090370,418.116491,2363.909096,-537.161281,-0.000000,1204.596654,-373.030961
0.006000,0.078157,-0.124940,-0.028391,-0.000000,0.021211,-0.098579,418.116491,2578.645201,-585.956416,-0.000000,1313.359873,-406.916873
0.007000,0.078157,-0.133783,-0.030400,-0.000000,0.022705,-0.105557,418.116490,2761.172379,-627.432437,-0.000000,1405.808960,-435.720133
0.008000,0.078157,-0.141300,-0.032108,-0.000000,0.023974,-0.111488,418.116489,2916.320125,-662.686892,-0.000000,1484.390319,-460.202848
0.009000,0.078157,-0.147690,-0.033560,-0.000000,0.025052,-0.116529,418.116487,3048.193642,-692.652823,-0.000000,1551.183682,-481.012830
0.010000,0.078157,-0.153121,-0.034794,-0.000000,0.025969,-0.120814,418.116485,3160.282545,-718.122986,-0.000000,1607.956084,-498.700748
0.011000,0.078157,-0.157737,-0.035843,-0.000000,0.026749,-0.124456,418.116483,3255.553344,-739.771799,-0.000000,1656.210782,-513.734726
0.012000,0.078157,-0.159552,-0.033881,-0.000000,0.025303,-0.125896,418.116481,3293.020741,-699.270339,-0.000000,1566.702794,-519.675881
0.013000,0.078157,-0.160811,-0.031829,-0.000000,0.023791,-0.126896,418.116478,3319.005440,-656.914501,-0.000000,1473.049601,-523.804594
0.014000,0.078157,-0.161881,-0.030084,-0.000000,0.022505,-0.127746,418.116476,3341.089698,-620.916515,-0.000000,1393.454280,-527.313566
0.015000,0.078157,-0.162791,-0.028602,-0.000000,0.021413,-0.128468,418.116472,3359.858210,-590.323284,-0.000000,1325.809441,-530.295698
0.016000,0.078157,-0.163563,-0.027342,-0.000000,0.020484,-0.129082,418.116469,3375.808232,-564.324266,-0.000000,1268.322890,-532.830000
0.017000,0.078157,-0.164220,-0.026272,-0.000000,0.019695,-0.129604,418.116466,3389.362365,-542.230614,-0.000000,1219.471513,-534.983618
0.018000,0.078157,-0.164778,-0.025362,-0.000000,0.019025,-0.130047,418.116462,3400.880037,-523.456528,-0.000000,1177.960038,-536.813663
0.019000,0.078157,-0.165252,-0.024589,-0.000000,0.018455,-0.130424,418.116458,3410.666351,-507.504596,-0.000000,1142.688641,-538.368612
0.020000,0.078157,-0.165655,-0.023933,-0.000000,0.017971,-0.130744,418.116454,3418.980969,-493.951593,-0.000000,1112.721527,-539.689723
0.021000,0.078157,-0.165997,-0.023375,-0.000000,0.017560,-0.131016,418.116449,3426.044436,-482.437974,-0.000000,1087.263706,-540.812038
0.022000,0.078157,-0.166288,-0.022901,-0.000000,0.017211,-0.131247,418.116445,3432.044402,-472.657902,-0.000000,1065.638938,-541.765373
0.023000,0.078157,-0.166535,-0.022499,-0.000000,0.016914,-0.131443,418.116440,3437.140358,-464.351362,-0.000000,1047.272307,-542.575071
0.024000,0.078157,-0.166745,-0.022157,-0.000000,0.016662,-0.131610,418.116436,3441.467779,-457.297541,-0.000000,1031.675572,-543.262655
0.025000,0.078157,-0.166923,-0.021867,-0.000000,0.016448,-0.131751,418.116431,3445.141902,-451.308591,-0.000000,1018.433380,-543.846438
0.026000,0.078157,-0.167074,-0.021620,-0.000000,0.016267,-0.131871,418.116426,3448.260792,-446.224684,-0.000000,1007.192332,-544.341999
0.027000,0.078157,-0.167202,-0.021411,-0.000000,0.016113,-0.131973,418.116421,3450.907594,-441.910280,-0.000000,997.652736,-544.762550
0.028000,0.078157,-0.167311,-0.021234,-0.000000,0.015982,-0.132060,418.116415,3453.153209,-438.249834,-0.000000,989.559111,-545.119356
0.029000,0.078157,-0.167403,-0.021084,-0.000000,0.015871,-0.132133,418.116410,3455.057664,-435.145473,-0.000000,982.695050,-545.421955
0.030000,0.078157,-0.167481,-0.020956,-0.000000,0.015777,-0.132195,418.116405,3456.672192,-432.513709,-0.000000,976.875949,-545.678488
0.031000,0.078157,-0.167548,-0.020848,-0.000000,0.015697,-0.132248,418.116399,3458.040274,-430.283666,-0.000000,971.945095,-545.895863
0.032000,0.078157,-0.167604,-0.020756,-0.000000,0.015630,-0.132292,418.116394,3459.198967,-428.394993,-0.000000,967.769039,-546.079968
0.033000,0.078157,-0.167651,-0.020679,-0.000000,0.015573,-0.132330,418.116388,3460.179651,-426.796509,-0.000000,964.234619,-546.235789
0.034000,0.078157,-0.167691,-0.020613,-0.000000,0.015525,-0.132362,418.116383,3461.008914,-425.444846,-0.000000,961.245947,-546.367550
0.035000,0.078157,-0.167725,-0.020558,-0.000000,0.015484,-0.132389,418.116377,3461.709455,-424.302991,-0.000000,958.721184,-546.478859
0.036000,0.078157,-0.167754,-0.020511,-0.000000,0.015449,-0.132412,418.116371,3462.300606,-423.339443,-0.000000,956.590678,-546.572787
0.037000,0.078157,-0.167778,-0.020472,-0.000000,0.015420,-0.132431,418.116365,3462.798721,-422.527554,-0.000000,954.795502,-546.651933
0.038000,0.078157,-0.167798,-0.020439,-0.000000,0.015396,-0.132447,418.116360,3463.217777,-421.844511,-0.000000,953.285221,-546.718516
0.039000,0.078157,-0.167816,-0.020411,-0.000000,0.015376,-0.132461,418.116354,3463.569591,-421.271061,-0.000000,952.017263,-546.774416
0.040000,0.078157,-0.167830,-0.020388,-0.000000,0.015358,-0.132472,418.116348,3463.864242,-420.790764,-0.000000,950.955280,-546.821233
0.041000,0.078157,-0.167842,-0.020369,-0.000000,0.015344,-0.132481,418.116342,3464.110500,-420.389395,-0.000000,950.067810,-546.860361
0.042000,0.078157,-0.167852,-0.020352,-0.000000,0.015332,-0.132489,418.116336,3464.315483,-420.055297,-0.000000,949.329082,-546.892931
0.043000,0.078157,-0.167860,-0.020339,-0.000000,0.015322,-0.132496,418.116330,3464.485446,-419.778315,-0.000000,948.716644,-546.919936
0.044000,0.078157,-0.167867,-0.020328,-0.000000,0.015314,-0.132501,418.116323,3464.625553,-419.549979,-0.000000,948.211767,-546.942198
0.045000,0.078157,-0.167872,-0.020319,-0.000000,0.015307,-0.132506,418.116317,3464.740236,-419.363074,-0.000000,947.798499,-546.960420
0.046000,0.078157,-0.167877,-0.020311,-0.000000,0.015302,-0.132509,418.116311,3464.833415,-419.211228,-0.000000,947.462751,-546.975225
0.047000,0.078157,-0.167880,-0.020306,-0.000000,0.015298,-0.132512,418.116305,3464.908133,-419.089450,-0.000000,947.193488,-546.987096
0.048000,0.078157,-0.167883,-0.020301,-0.000000,0.015294,-0.132514,418.116298,3464.967278,-418.993085,-0.000000,946.980413,-546.996494
0.049000,0.078157,-0.167885,-0.020297,-0.000000,0.015292,-0.132516,418.116292,3465.013271,-418.918188,-0.000000,946.814804,-547.003802
0.050000,0.078157,-0.180113,-0.003503,0.000000,0.002822,-0.142169,418.116286,3717.380766,-72.298141,0.000005,174.729484,-586.847558
0.051000,0.078157,-0.183245,0.000941,0.000000,-0.000516,-0.144668,418.116277,3782.020934,19.424884,0.000010,-31.923225,-597.163397
0.052000,0.078157,-0.182594,0.000233,0.000000,-0.000039,-0.144189,418.116266,3768.586981,4.815134,0.000014,-2.440397,-595.186720
0.053000,0.078157,-0.182041,-0.000368,0.000000,0.000365,-0.143782,418.116254,3757.169264,-7.603161,0.000018,22.620021,-593.506713
0.054000,0.078157,-0.181571,-0.000880,0.000000,0.000709,-0.143436,418.116239,3747.465470,-18.158602,0.000021,43.921155,-592.078894
0.055000,0.078157,-0.181171,-0.001315,0.000000,0.001002,-0.143142,418.116223,3739.218618,-27.130496,0.000024,62.026654,-590.865450
0.056000,0.078157,-0.180832,-0.001684,0.000000,0.001250,-0.142892,418.116205,3732.210256,-34.756263,0.000026,77.415635,-589.834237
0.057000,0.078157,-0.180543,-0.001998,0.000000,0.001462,-0.142680,418.116186,3726.254678,-41.237749,0.000028,90.495430,-588.957931
0.058000,0.078157,-0.180298,-0.002265,0.000000,0.001641,-0.142499,418.116166,3721.194045,-46.746522,0.000030,101.612266,-588.213308
0.059000,0.078157,-0.180089,-0.002492,0.000000,0.001794,-0.142346,418.116144,3716.894165,-51.428440,0.000032,111.060489,-587.580623
0.060000,0.078157,-0.179912,-0.002685,0.000000,0.001923,-0.142216,418.116122,3713.240970,-55.407479,0.000033,119.090287,-587.043091
0.061000,0.078157,-0.179762,-0.002848,0.000000,0.002034,-0.142105,418.116098,3710.137495,-58.789031,0.000034,125.914340,-586.586444
0.062000,0.078157,-0.179634,-0.002988,0.000000,0.002127,-0.142011,418.116073,3707.501323,-61.662674,0.000035,131.713420,-586.198557
0.063000,0.078157,-0.179526,-0.003106,0.000000,0.002207,-0.141931,418.116047,3705.262387,-64.104557,0.000036,136.641199,-585.869120
0.064000,0.078157,-0.179434,-0.003206,0.000000,0.002274,-0.141864,418.116020,3703.361123,-66.179434,0.000037,140.828352,-585.589368
0.065000,0.078157,-0.179356,-0.003292,0.000000,0.002332,-0.141806,418.115992,3701.746899,-67.942320,0.000037,144.385898,-585.351851
0.066000,0.078157,-0.179289,-0.003364,0.000000,0.002381,-0.141757,418.115963,3700.376688,-69.440017,0.000038,147.408289,-585.150238
0.067000,0.078157,-0.179233,-0.003426,0.000000,0.002422,-0.141716,418.115933,3699.213904,-70.712273,0.000038,149.975731,-584.979145
0.068000,0.078157,-0.179185,-0.003478,0.000000,0.002457,-0.141681,418.115903,3698.227425,-71.792891,0.000039,152.156445,-584.833995
0.069000,0.078157,-0.179144,-0.003523,0.000000,0.002487,-0.141651,418.115871,3697.390820,-72.710590,0.000039,154.008385,-584.710897
0.070000,0.078157,-0.179110,-0.003561,0.000000,0.002513,-0.141626,418.115839,3696.681628,-73.489819,0.000039,155.580888,-584.606547
0.071000,0.078157,-0.179081,-0.003593,0.000000,0.002534,-0.141604,418.115807,3696.080742,-74.151326,0.000039,156.915825,-584.518133
0.072000,0.078157,-0.179056,-0.003620,0.000000,0.002553,-0.141586,418.115773,3695.571931,-74.712751,0.000040,158.048794,-584.443266
0.073000,0.078157,-0.179035,-0.003643,0.000000,0.002568,-0.141571,418.115739,3695.141381,-75.189119,0.000040,159.010117,-584.379915
0.074000,0.078157,-0.179018,-0.003663,0.000000,0.002581,-0.141558,418.115704,3694.777371,-75.593182,0.000040,159.825527,-584.326355
0.075000,0.078157,-0.179003,-0.003679,0.000000,0.002592,-0.141547,418.115668,3694.469911,-75.935774,0.000040,160.516885,-584.281116
0.076000,0.078157,-0.178990,-0.003693,0.000000,0.002602,-0.141538,418.115632,3694.210519,-76.226123,0.000040,161.102819,-584.242949
0.077000,0.078157,-0.178980,-0.003705,0.000000,0.002610,-0.141530,418.115595,3693.991993,-76.472040,0.000040,161.599085,-584.210796
0.078000,0.078157,-0.178971,-0.003715,0.000000,0.002617,-0.141523,418.115557,3693.808216,-76.680203,0.000040,162.019163,-584.183755
0.079000,0.078157,-0.178963,-0.003724,0.000000,0.002622,-0.141518,418.115519,3693.653974,-76.856278,0.000040,162.374488,-584.161060
0.080000,0.078157,-0.178957,-0.003731,0.000000,0.002627,-0.141513,418.115480,3693.524834,-77.005083,0.000041,162.674781,-584.142059
0.081000,0.078157,-0.178952,-0.003737,0.000000,0.002631,-0.141509,418.115441,3693.417030,-77.130687,0.000041,162.928252,-584.126197
0.082000,0.078157,-0.178948,-0.003742,0.000000,0.002635,-0.141506,418.115401,3693.327367,-77.236564,0.000041,163.141915,-584.113004
0.083000,0.078157,-0.178944,-0.003747,0.000000,0.002638,-0.141503,418.115360,3693.253131,-77.325680,0.000041,163.321754,-584.102082
0.084000,0.078157,-0.178941,-0.003750,0.000000,0.002640,-0.141501,418.115318,3693.192004,-77.400564,0.000041,163.472873,-584.093088
0.085000,0.078157,-0.178939,-0.003753,0.000000,0.002642,-0.141499,418.115276,3693.142007,-77.463328,0.000041,163.599532,-584.085732
0.086000,0.078157,-0.178937,-0.003756,0.000000,0.002644,-0.141498,418.115234,3693.101488,-77.515803,0.000041,163.705430,-584.079770
0.087000,0.078157,-0.178935,-0.003758,0.000000,0.002645,-0.141497,418.115191,3693.069009,-77.559523,0.000041,163.793658,-584.074991
0.088000,0.078157,-0.178934,-0.003760,0.000000,0.002647,-0.141496,418.115147,3693.043389,-77.595806,0.000041,163.866877,-584.071222
0.089000,0.078157,-0.178933,-0.003761,0.000000,0.002648,-0.141495,418.115102,3693.023587,-77.625771,0.000041,163.927349,-584.068309
0.090000,0.078157,-0.178932,-0.003762,0.000000,0.002648,-0.141495,418.115057,3693.008732,-77.650358,0.000041,163.976965,-584.066123
0.091000,0.078157,-0.178932,-0.003763,0.000000,0.002649,-0.141494,418.115012,3692.998080,-77.670383,0.000041,164.017377,-584.064556
0.092000,0.078157,-0.178931,-0.003764,0.000000,0.002649,-0.141494,418.114965,3692.990999,-77.686524,0.000040,164.049951,-584.063515
0.093000,0.078157,-0.178931,-0.003765,0.000000,0.002650,-0.141494,418.114919,3692.986963,-77.699359,0.000040,164.075854,-584.062921
0.094000,0.078157,-0.178931,-0.003765,0.000000,0.002650,-0.141494,418.114871,3692.985507,-77.709388,0.000040,164.096092,-584.062708
0.095000,0.078157,-0.178931,-0.003766,0.000000,0.002650,-0.141494,418.114823,3692.986249,-77.717024,0.000040,164.111503,-584.062817
0.096000,0.078157,-0.178931,-0.003766,0.000000,0.002651,-0.141494,418.114775,3692.988857,-77.722638,0.000040,164.122834,-584.063201
0.097000,0.078157,-0.178931,-0.003766,0.000000,0.002651,-0.141494,418.114725,3692.993050,-77.726527,0.000040,164.130681,-584.063819
0.098000,0.078157,-0.178932,-0.003766,0.000000,0.002651,-0.141494,418.114676,3692.998608,-77.728946,0.000040,164.135564,-584.064637
0.099000,0.078157,-0.178932,-0.003766,0.000000,0.002651,-0.141494,418.114625,3693.005311,-77.730120,0.000040,164.137935,-584.065624
0.100000,0.078157,-0.178281,-0.003301,0.000000,0.002338,-0.141016,418.114574,3679.579434,-68.122936,0.000034,144.750405,-582.090135
0.101000,0.078157,-0.177729,-0.002905,0.000000,0.002072,-0.140609,418.114518,3668.169247,-59.955819,0.000029,128.268965,-580.411236
0.102000,0.078157,-0.177259,-0.002569,0.000000,0.001845,-0.140264,418.114457,3658.472527,-53.012846,0.000025,114.257875,-578.984457
0.103000,0.078157,-0.176859,-0.002283,0.000000,0.001653,-0.139970,418.114391,3650.232357,-47.110466,0.000021,102.346731,-577.771996
0.104000,0.078157,-0.176520,-0.002039,0.000000,0.001489,-0.139720,418.114322,3643.230345,-42.092641,0.000018,92.220639,-576.741718
0.105000,0.078157,-0.176232,-0.001833,0.000000,0.001350,-0.139508,418.114249,3637.280856,-37.826764,0.000015,83.611995,-575.866308
0.106000,0.078157,-0.175987,-0.001657,0.000000,0.001232,-0.139328,418.114172,3632.226062,-34.200059,0.000013,76.293218,-575.122544
0.107000,0.078157,-0.175779,-0.001508,0.000000,0.001132,-0.139175,418.114093,3627.931817,-31.116714,0.000010,70.070953,-574.490688
0.108000,0.078157,-0.175602,-0.001381,0.000000,0.001046,-0.139045,418.114011,3624.284082,-28.495253,0.000009,64.780781,-573.953959
0.109000,0.078157,-0.175452,-0.001273,0.000000,0.000974,-0.138934,418.113927,3621.185930,-26.266437,0.000007,60.282976,-573.498096
0.110000,0.078157,-0.175325,-0.001181,0.000000,0.000912,-0.138841,418.113839,3618.554943,-24.371378,0.000006,56.458701,-573.110972
0.111000,0.078157,-0.175216,-0.001103,0.000000,0.000859,-0.138761,418.113750,3616.321073,-22.760035,0.000004,53.206972,-572.782280
0.112000,0.078157,-0.175124,-0.001036,0.000000,0.000815,-0.138693,418.113659,3614.424791,-21.389854,0.000003,50.441914,-572.503261
0.113000,0.078157,-0.175046,-0.000980,0.000000,0.000777,-0.138636,418.113566,3612.815483,-20.224682,0.000002,48.090569,-572.266468
0.114000,0.078157,-0.174980,-0.000932,0.000000,0.000744,-0.138587,418.113470,3611.450116,-19.233789,0.000002,46.090925,-572.065567
0.115000,0.078157,-0.174924,-0.000891,0.000000,0.000717,-0.138546,418.113373,3610.292107,-18.391048,0.000001,44.390252,-571.895178
0.116000,0.078157,-0.174877,-0.000856,0.000000,0.000694,-0.138511,418.113275,3609.310382,-17.674241,0.000000,42.943719,-571.750727
0.117000,0.078157,-0.174836,-0.000827,-0.000000,0.000674,-0.138481,418.113174,3608.478504,-17.064491,-0.000000,41.713230,-571.628325
0.118000,0.078157,-0.174802,-0.000802,-0.000000,0.000657,-0.138456,418.113072,3607.774006,-16.545738,-0.000001,40.666373,-571.524665
0.119000,0.078157,-0.174773,-0.000780,-0.000000,0.000642,-0.138435,418.112969,3607.177790,-16.104338,-0.000001,39.775618,-571.436938
0.120000,0.078157,-0.174749,-0.000762,-0.000000,0.000630,-0.138417,418.112864,3606.673600,-15.728685,-0.000002,39.017542,-571.362752
0.121000,0.078157,-0.174728,-0.000747,-0.000000,0.000620,-0.138402,418.112757,3606.247656,-15.408940,-0.000002,38.372290,-571.300079
0.122000,0.078157,-0.174711,-0.000733,-0.000000,0.000611,-0.138389,418.112650,3605.888210,-15.136701,-0.000002,37.822906,-571.247191
0.123000,0.078157,-0.174696,-0.000722,-0.000000,0.000603,-0.138378,418.112540,3605.585291,-14.904850,-0.000002,37.355025,-571.202620
0.124000,0.078157,-0.174684,-0.000713,-0.000000,0.000597,-0.138369,418.112430,3605.330442,-14.707343,-0.000003,36.956451,-571.165122
0.125000,0.078157,-0.174673,-0.000704,-0.000000,0.000591,-0.138361,418.112318,3605.116459,-14.539016,-0.000003,36.616763,-571.133636
0.126000,0.078157,-0.174665,-0.000697,-0.000000,0.000587,-0.138355,418.112204,3604.937204,-14.395494,-0.000003,36.327133,-571.107261
0.127000,0.078157,-0.174657,-0.000692,-0.000000,0.000583,-0.138350,418.112090,3604.787475,-14.273066,-0.000003,36.080072,-571.085231
0.128000,0.078157,-0.174651,-0.000686,-0.000000,0.000579,-0.138345,418.111974,3604.662842,-14.168577,-0.000004,35.869210,-571.066893
0.129000,0.078157,-0.174646,-0.000682,-0.000000,0.000576,-0.138342,418.111857,3604.559541,-14.079327,-0.000004,35.689103,-571.051693
0.130000,0.078157,-0.174642,-0.000678,-0.000000,0.000574,-0.138338,418.111738,3604.474371,-14.003024,-0.000004,35.535123,-571.039162
0.131000,0.078157,-0.174639,-0.000675,-0.000000,0.000572,-0.138336,418.111618,3604.404625,-13.937727,-0.000004,35.403350,-571.028900
0.132000,0.078157,-0.174636,-0.000673,-0.000000,0.000570,-0.138334,418.111497,3604.347982,-13.881781,-0.000004,35.290452,-571.020566
0.133000,0.078157,-0.174634,-0.000670,-0.000000,0.000568,-0.138332,418.111375,3604.302477,-13.833795,-0.000004,35.193614,-571.013870
0.134000,0.078157,-0.174632,-0.000668,-0.000000,0.000567,-0.138331,418.111251,3604.266439,-13.792582,-0.000005,35.110447,-571.008568
0.135000,0.078157,-0.174631,-0.000667,-0.000000,0.000566,-0.138330,418.111127,3604.238456,-13.757125,-0.000005,35.038894,-571.004451
0.136000,0.078157,-0.174630,-0.000665,-0.000000,0.000565,-0.138329,418.111000,3604.217317,-13.726559,-0.000005,34.977212,-571.001341
0.137000,0.078157,-0.174629,-0.000664,-0.000000,0.000564,-0.138329,418.110873,3604.201992,-13.700150,-0.000005,34.923918,-570.999086
0.138000,0.078157,-0.174628,-0.000663,-0.000000,0.000563,-0.138328,418.110745,3604.191624,-13.677278,-0.000005,34.877762,-570.997561
0.139000,0.078157,-0.174628,-0.000662,-0.000000,0.000563,-0.138328,418.110615,3604.185474,-13.657415,-0.000005,34.837679,-570.996657
0.140000,0.078157,-0.174628,-0.000661,-0.000000,0.000562,-0.138328,418.110484,3604.182901,-13.640109,-0.000005,34.802755,-570.996278
0.141000,0.078157,-0.174628,-0.000660,-0.000000,0.000562,-0.138328,418.110352,3604.183371,-13.624974,-0.000006,34.772213,-570.996348
0.142000,0.078157,-0.174628,-0.000660,-0.000000,0.000561,-0.138328,418.110218,3604.186418,-13.611683,-0.000006,34.745393,-570.996796
0.143000,0.078157,-0.174628,-0.000659,-0.000000,0.000561,-0.138328,418.110084,3604.191655,-13.599949,-0.000006,34.721715,-570.997567
0.144000,0.078157,-0.174629,-0.000658,-0.000000,0.000560,-0.138329,418.109948,3604.198768,-13.589548,-0.000006,34.700726,-570.998614
0.145000,0.078157,-0.174629,-0.000658,-0.000000,0.000560,-0.138329,418.109811,3604.207455,-13.580280,-0.000006,34.682024,-570.999892
0.146000,0.078157,-0.174630,-0.000658,-0.000000,0.000560,-0.138329,418.109672,3604.217498,-13.571976,-0.000006,34.665266,-571.001370
0.147000,0.078157,-0.174630,-0.000657,-0.000000,0.000560,-0.138330,418.109533,3604.228693,-13.564490,-0.000006,34.650159,-571.003018
0.148000,0.078157,-0.174631,-0.000657,-0.000000,0.000559,-0.138330,418.109392,3604.240869,-13.557690,-0.000007,34.636438,-571.004809
0.149000,0.078157,-0.174631,-0.000657,-0.000000,0.000559,-0.138330,418.109250,3604.253878,-13.551488,-0.000007,34.623923,-571.006723
0.150000,0.078157,-0.178116,-0.001046,0.000000,0.000821,-0.140894,418.109106,3676.168239,-21.597854,0.000004,50.861685,-581.588237
0.151000,0.078157,-0.181077,-0.001378,0.000000,0.001044,-0.143073,418.109007,3737.298747,-28.437016,0.000013,64.663283,-590.583010
0.152000,0.078157,-0.183595,-0.001659,0.000000,0.001234,-0.144925,418.108947,3789.262313,-34.249983,0.000021,76.393992,-598.228954
0.153000,0.078157,-0.167157,0.023253,0.000000,-0.017183,-0.131903,418.108923,3449.995287,479.922109,0.000037,-1063.950057,-544.473748
0.154000,0.078157,-0.143665,0.031874,0.000000,-0.023565,-0.113353,418.108930,2965.126552,657.858676,0.000047,-1459.074977,-467.904529
0.155000,0.078157,-0.120219,0.034496,0.000000,-0.025513,-0.094854,418.108962,2481.224644,711.967058,0.000053,-1579.681302,-391.543562
0.156000,0.078157,-0.100289,0.036724,0.000000,-0.027168,-0.079130,418.109014,2069.894401,757.951378,0.000058,-1682.179280,-326.634591
0.157000,0.078157,-0.083349,0.038617,0.000000,-0.028575,-0.065763,418.109085,1720.254323,797.029712,0.000063,-1769.283977,-271.460488
0.158000,0.078157,-0.068949,0.040226,0.000000,-0.029770,-0.054402,418.109170,1423.054813,830.237478,0.000067,-1843.303315,-224.561641
0.159000,0.078157,-0.056709,0.041593,0.000000,-0.030786,-0.044744,418.109269,1170.432863,858.454828,0.000070,-1906.199132,-184.697247
0.160000,0.078157,-0.046305,0.042755,0.000000,-0.031649,-0.036535,418.109378,955.704538,882.430387,0.000072,-1959.640097,-150.812566
0.161000,0.078157,-0.037462,0.043742,0.000000,-0.032382,-0.029558,418.109498,773.188239,902.799861,0.000075,-2005.043181,-122.011025
0.162000,0.078157,-0.029946,0.044580,0.000000,-0.033005,-0.023627,418.109625,618.054112,920.104037,0.000077,-2043.613789,-97.530462
0.163000,0.078157,-0.023557,0.045293,0.000000,-0.033534,-0.018587,418.109759,486.196518,934.802477,0.000078,-2076.376272,-76.722995
0.164000,0.078157,-0.018127,0.045897,0.000000,-0.033984,-0.014302,418.109900,374.125164,947.286056,0.000080,-2104.201879,-59.037849
0.165000,0.078157,-0.013512,0.046411,0.000000,-0.034365,-0.010661,418.110045,278.873488,957.886764,0.000081,-2127.830612,-44.006890
0.166000,0.078157,-0.009589,0.046847,0.000000,-0.034689,-0.007566,418.110195,197.919635,966.886946,0.000082,-2147.891811,-31.232165
0.167000,0.078157,-0.006256,0.047217,0.000000,-0.034965,-0.004936,418.110348,129.119883,974.526590,0.000082,-2164.920401,-20.375389
0.168000,0.078157,-0.003423,0.047531,0.000000,-0.035198,-0.002701,418.110505,70.651639,981.009715,0.000083,-2179.371138,-11.148951
0.169000,0.078157,-0.001016,0.047798,0.000000,-0.035396,-0.000801,418.110664,20.965959,986.509521,0.000083,-2191.630079,-3.308424
0.170000,0.078157,0.001030,0.048024,0.000000,-0.035564,0.000813,418.110826,-21.253905,991.173386,0.000084,-2202.025727,3.353978
0.171000,0.078157,0.002768,0.048215,0.000000,-0.035706,0.002184,418.110989,-57.127516,995.126842,0.000084,-2210.837890,9.014925
0.172000,0.078157,0.004245,0.048378,0.000000,-0.035827,0.003349,418.111155,-87.606444,998.476325,0.000084,-2218.303813,13.824576
0.173000,0.078157,0.005499,0.048515,0.000000,-0.035929,0.004339,418.111321,-113.499472,1001.312332,0.000084,-2224.625209,17.910561
0.174000,0.078157,0.006565,0.048631,0.000000,-0.036015,0.005180,418.111489,-135.494017,1003.711917,0.000084,-2229.973829,21.381355
0.175000,0.078157,0.007470,0.048730,0.000000,-0.036088,0.005894,418.111658,-154.174913,1005.740532,0.000084,-2234.495567,24.329247
0.176000,0.078157,0.008239,0.048813,0.000000,-0.036150,0.006500,418.111827,-170.038749,1007.453829,0.000084,-2238.314467,26.832600
0.177000,0.078157,0.008891,0.048883,0.000000,-0.036202,0.007015,418.111997,-183.508042,1008.899080,0.000084,-2241.535901,28.958088
0.178000,0.078157,0.009445,0.048942,0.000000,-0.036246,0.007452,418.112168,-194.942003,1010.116387,0.000084,-2244.249252,30.762395
0.179000,0.078157,0.009915,0.048991,0.000000,-0.036283,0.007823,418.112339,-204.645750,1011.140034,0.000084,-2246.530938,32.293669
0.180000,0.078157,0.010314,0.049033,0.000000,-0.036314,0.008138,418.112511,-212.878654,1011.998967,0.000084,-2248.445481,33.592841
0.181000,0.078157,0.010653,0.049068,0.000000,-0.036339,0.008405,418.112683,-219.861243,1012.717790,0.000084,-2250.047724,34.694710
0.182000,0.078157,0.010939,0.049097,0.000000,-0.036361,0.008631,418.112856,-225.780939,1013.317666,0.000084,-2251.384834,35.628852
0.183000,0.078157,0.011182,0.049121,0.000000,-0.036379,0.008823,418.113028,-230.797161,1013.816495,0.000084,-2252.496716,36.420423
0.184000,0.078157,0.011388,0.049141,0.000000,-0.036394,0.008986,418.113201,-235.045290,1014.229387,0.000083,-2253.417045,37.090787
0.185000,0.078157,0.011562,0.049157,0.000000,-0.036406,0.009123,418.113374,-238.640478,1014.569396,0.000083,-2254.174918,37.658115
0.186000,0.078157,0.011710,0.049171,0.000000,-0.036416,0.009239,418.113547,-241.680675,1014.847369,0.000083,-2254.794516,38.137865
0.187000,0.078157,0.011834,0.049182,0.000000,-0.036424,0.009337,418.113720,-244.249332,1015.072440,0.000083,-2255.296196,38.543204
0.188000,0.078157,0.011939,0.049191,0.000000,-0.036431,0.009420,418.113894,-246.417033,1015.252630,0.000083,-2255.697836,38.885271
0.189000,0.078157,0.012028,0.049197,0.000000,-0.036436,0.009490,418.114067,-248.243658,1015.394740,0.000082,-2256.014598,39.173516
0.190000,0.078157,0.012102,0.049203,0.000000,-0.036440,0.009549,418.114240,-249.780485,1015.504408,0.000082,-2256.259048,39.416029
0.191000,0.078157,0.012165,0.049207,0.000000,-0.036443,0.009598,418.114414,-251.070862,1015.586329,0.000082,-2256.441649,39.619653
0.192000,0.078157,0.012217,0.049210,0.000000,-0.036445,0.009639,418.114587,-252.151903,1015.644635,0.000082,-2256.571614,39.790242
0.193000,0.078157,0.012261,0.049211,0.000000,-0.036446,0.009674,418.114760,-253.055034,1015.683009,0.000081,-2256.657150,39.932757
