Time,Range,Mx,My,Mz,Tx,Ty,Tz,q1,q2,q3,q4,q,Thrust,fuel mass,delta1,delta2,delta3,delta4
0.000000,20420.577857,0.500500,0.000001,3000.000000,19999.999995,-3999.800000,3999.990005,1.000000,0.000000,0.000000,0.000000,1.000000,2031.200000,49.999594,-0.008174,0.005824,0.008174,-0.005824
0.001000,20420.047995,1.001000,0.000004,3000.000001,19999.999985,-3999.600000,3999.980015,1.000000,0.000000,-0.000000,0.000001,1.000000,2031.200000,49.999188,-0.015122,0.010775,0.015122,-0.010775
0.002000,20419.518129,1.501500,0.000010,3000.000002,19999.999970,-3999.400000,3999.970030,1.000000,0.000000,-0.000001,0.000003,1.000000,2031.200000,49.998781,-0.021028,0.014984,0.021028,-0.014984
0.003000,20418.988260,2.002000,0.000019,3000.000003,19999.999950,-3999.200000,3999.960050,1.000000,0.000000,-0.000001,0.000006,1.000000,2031.200000,49.998375,-0.026049,0.018561,0.026049,-0.018561
0.004000,20418.458387,2.502500,0.000033,3000.000005,19999.999925,-3999.000000,3999.950075,1.000000,0.000000,-0.000002,0.000009,1.000000,2031.200000,49.997969,-0.030316,0.021602,0.030316,-0.021602
0.005000,20417.928511,3.003000,0.000051,3000.000008,19999.999895,-3998.800000,3999.940105,1.000000,0.000000,-0.000002,0.000013,1.000000,2031.200000,49.997563,-0.033944,0.024187,0.033944,-0.024187
0.006000,20417.398631,3.503500,0.000073,3000.000012,19999.999860,-3998.600000,3999.930140,1.000000,0.000000,-0.000003,0.000018,1.000000,2031.200000,49.997156,-0.037027,0.026384,0.037027,-0.026384
0.007000,20416.868748,4.004000,0.000101,3000.000017,19999.999820,-3998.400000,3999.920180,1.000000,0.000000,-0.000004,0.000023,1.000000,2031.200000,49.996750,-0.039648,0.028252,0.039648,-0.028252
0.008000,20416.338862,4.504500,0.000135,3000.000023,19999.999775,-3998.200000,3999.910225,1.000000,-0.000000,-0.000005,0.000028,1.000000,2031.200000,49.996344,-0.041876,0.029839,0.041876,-0.029839
0.009000,20415.808973,5.005000,0.000174,3000.000029,19999.999725,-3998.000000,3999.900275,1.000000,-0.000000,-0.000006,0.000034,1.000000,2031.200000,49.995938,-0.043770,0.031188,0.043770,-0.031188
0.010000,20415.279081,5.505500,0.000220,3000.000037,19999.999670,-3997.800000,3999.890330,1.000000,-0.000000,-0.000007,0.000039,1.000000,2031.200000,49.995531,-0.045379,0.032335,0.045379,-0.032335
0.011000,20414.749186,6.006000,0.000271,3000.000046,19999.999610,-3997.600000,3999.880390,1.000000,-0.000000,-0.000008,0.000045,1.000000,2031.200000,49.995125,-0.046747,0.033310,0.046747,-0.033310
0.012000,20414.219287,6.506500,0.000329,3000.000055,19999.999545,-3997.400000,3999.870455,1.000000,-0.000000,-0.000009,0.000052,1.000000,2031.200000,49.994719,-0.046840,0.034139,0.046840,-0.034139
0.013000,20413.689386,7.007000,0.000394,3000.000066,19999.999475,-3997.200000,3999.860525,1.000000,-0.000000,-0.000010,0.000058,1.000000,2031.200001,49.994313,-0.046775,0.034843,0.046775,-0.034843
0.014000,20413.159482,7.507500,0.000465,3000.000078,19999.999400,-3997.000000,3999.850600,1.000000,-0.000000,-0.000011,0.000064,1.000000,2031.200001,49.993906,-0.046719,0.035441,0.046719,-0.035441
0.015000,20412.629575,8.008000,0.000543,3000.000091,19999.999320,-3996.800000,3999.840680,1.000000,-0.000000,-0.000012,0.000071,1.000000,2031.200001,49.993500,-0.046672,0.035950,0.046672,-0.035950
0.016000,20412.099665,8.508500,0.000627,3000.000105,19999.999235,-3996.600000,3999.830765,1.000000,-0.000000,-0.000013,0.000078,1.000000,2031.200001,49.993094,-0.046632,0.036382,0.046632,-0.036382
0.017000,20411.569752,9.009000,0.000718,3000.000121,19999.999145,-3996.400000,3999.820855,1.000000,-0.000000,-0.000014,0.000084,1.000000,2031.200001,49.992688,-0.046598,0.036749,0.046598,-0.036749
0.018000,20411.039836,9.509500,0.000817,3000.000137,19999.999050,-3996.200000,3999.810950,1.000000,-0.000000,-0.000015,0.000091,1.000000,2031.200001,49.992281,-0.046569,0.037061,0.046569,-0.037061
0.019000,20410.509917,10.010000,0.000922,3000.000155,19999.998950,-3996.000000,3999.801050,1.000000,-0.000000,-0.000016,0.000098,1.000000,2031.200001,49.991875,-0.046545,0.037327,0.046545,-0.037327
0.020000,20409.979996,10.510500,0.001034,3000.000174,19999.998845,-3995.800000,3999.791155,1.000000,-0.000000,-0.000018,0.000105,1.000000,2031.200002,49.991469,-0.046524,0.037552,0.046524,-0.037552
0.021000,20409.450071,11.011000,0.001153,3000.000194,19999.998735,-3995.600000,3999.781265,1.000000,-0.000000,-0.000019,0.000112,1.000000,2031.200002,49.991063,-0.046506,0.037743,0.046506,-0.037743
0.022000,20408.920144,11.511500,0.001280,3000.000215,19999.998620,-3995.400000,3999.771380,1.000000,-0.000000,-0.000020,0.000119,1.000000,2031.200002,49.990656,-0.046491,0.037906,0.046491,-0.037906
0.023000,20408.390214,12.012000,0.001413,3000.000237,19999.998500,-3995.200000,3999.761500,1.000000,-0.000000,-0.000021,0.000126,1.000000,2031.200002,49.990250,-0.046479,0.038044,0.046479,-0.038044
0.024000,20407.860281,12.512500,0.001553,3000.000261,19999.998375,-3995.000000,3999.751625,1.000000,-0.000000,-0.000022,0.000133,1.000000,2031.200002,49.989844,-0.046468,0.038161,0.046468,-0.038161
0.025000,20407.330345,13.013000,0.001701,3000.000285,19999.998245,-3994.800000,3999.741755,1.000000,-0.000000,-0.000024,0.000140,1.000000,2031.200003,49.989438,-0.046458,0.038261,0.046458,-0.038261
0.026000,20406.800406,13.513500,0.001856,3000.000311,19999.998110,-3994.600000,3999.731890,1.000000,-0.000000,-0.000025,0.000147,1.000000,2031.200003,49.989032,-0.046451,0.038345,0.046451,-0.038345
0.027000,20406.270465,14.014000,0.002017,3000.000339,19999.997970,-3994.400000,3999.722030,1.000000,-0.000000,-0.000026,0.000155,1.000000,2031.200003,49.988625,-0.046444,0.038417,0.046444,-0.038417
0.028000,20405.740521,14.514500,0.002187,3000.000367,19999.997825,-3994.200000,3999.712175,1.000000,-0.000000,-0.000027,0.000162,1.000000,2031.200004,49.988219,-0.046438,0.038478,0.046438,-0.038478
0.029000,20405.210573,15.015000,0.002363,3000.000397,19999.997675,-3994.000000,3999.702325,1.000000,-0.000000,-0.000028,0.000169,1.000000,2031.200004,49.987813,-0.046434,0.038530,0.046434,-0.038530
0.030000,20404.680623,15.515500,0.002546,3000.000427,19999.997520,-3993.800000,3999.692480,1.000000,-0.000000,-0.000030,0.000176,1.000000,2031.200004,49.987407,-0.046430,0.038573,0.046430,-0.038573
0.031000,20404.150671,16.016000,0.002737,3000.000459,19999.997360,-3993.600000,3999.682640,1.000000,-0.000000,-0.000031,0.000183,1.000000,2031.200004,49.987000,-0.046426,0.038610,0.046426,-0.038610
0.032000,20403.620715,16.516500,0.002934,3000.000493,19999.997195,-3993.400000,3999.672805,1.000000,-0.000000,-0.000032,0.000190,1.000000,2031.200005,49.986594,-0.046423,0.038642,0.046423,-0.038642
0.033000,20403.090757,17.017000,0.003139,3000.000527,19999.997025,-3993.200000,3999.662975,1.000000,-0.000000,-0.000033,0.000198,1.000000,2031.200005,49.986188,-0.046421,0.038668,0.046421,-0.038668
0.034000,20402.560795,17.517500,0.003352,3000.000563,19999.996850,-3993.000000,3999.653150,1.000000,-0.000000,-0.000034,0.000205,1.000000,2031.200005,49.985782,-0.046419,0.038691,0.046419,-0.038691
0.035000,20402.030831,18.018000,0.003571,3000.000599,19999.996670,-3992.800000,3999.643330,1.000000,-0.000000,-0.000036,0.000212,1.000000,2031.200006,49.985375,-0.046417,0.038710,0.046417,-0.038710
0.036000,20401.500865,18.518500,0.003797,3000.000637,19999.996485,-3992.600000,3999.633515,1.000000,-0.000000,-0.000037,0.000219,1.000000,2031.200006,49.984969,-0.046415,0.038726,0.046415,-0.038726
0.037000,20400.970895,19.019000,0.004031,3000.000677,19999.996295,-3992.400000,3999.623705,1.000000,-0.000000,-0.000038,0.000226,1.000000,2031.200007,49.984563,-0.046414,0.038739,0.046414,-0.038739
0.038000,20400.440922,19.519500,0.004272,3000.000717,19999.996100,-3992.200000,3999.613900,1.000000,-0.000000,-0.000039,0.000234,1.000000,2031.200007,49.984157,-0.046413,0.038751,0.046413,-0.038751
0.039000,20399.910947,20.019999,0.004520,3000.000759,19999.995900,-3992.000000,3999.604100,1.000000,-0.000000,-0.000040,0.000241,1.000000,2031.200007,49.983750,-0.046412,0.038760,0.046412,-0.038760
0.040000,20399.380969,20.520499,0.004776,3000.000802,19999.995695,-3991.800000,3999.594305,1.000000,-0.000000,-0.000042,0.000248,1.000000,2031.200008,49.983344,-0.046412,0.038768,0.046412,-0.038768
0.041000,20398.850988,21.020999,0.005039,3000.000846,19999.995485,-3991.600000,3999.584515,1.000000,-0.000000,-0.000043,0.000255,1.000000,2031.200008,49.982938,-0.046411,0.038775,0.046411,-0.038775
0.042000,20398.321004,21.521499,0.005308,3000.000891,19999.995270,-3991.400000,3999.574730,1.000000,-0.000000,-0.000044,0.000262,1.000000,2031.200009,49.982532,-0.046410,0.038781,0.046410,-0.038781
0.043000,20397.791018,22.021999,0.005585,3000.000937,19999.995050,-3991.200000,3999.564950,1.000000,-0.000000,-0.000045,0.000270,1.000000,2031.200009,49.982125,-0.046410,0.038785,0.046410,-0.038785
0.044000,20397.261028,22.522499,0.005870,3000.000985,19999.994825,-3991.000000,3999.555175,1.000000,-0.000000,-0.000046,0.000277,1.000000,2031.200010,49.981719,-0.046410,0.038789,0.046410,-0.038789
0.045000,20396.731036,23.022999,0.006161,3000.001034,19999.994595,-3990.800000,3999.545405,1.000000,-0.000000,-0.000048,0.000284,1.000000,2031.200010,49.981313,-0.046409,0.038792,0.046409,-0.038792
0.046000,20396.201041,23.523499,0.006460,3000.001084,19999.994360,-3990.600000,3999.535640,1.000000,-0.000000,-0.000049,0.000291,1.000000,2031.200011,49.980907,-0.046409,0.038795,0.046409,-0.038795
0.047000,20395.671043,24.023999,0.006766,3000.001136,19999.994120,-3990.400000,3999.525880,1.000000,-0.000000,-0.000050,0.000298,1.000000,2031.200011,49.980500,-0.046409,0.038797,0.046409,-0.038797
0.048000,20395.141043,24.524499,0.007079,3000.001188,19999.993875,-3990.200000,3999.516125,1.000000,-0.000000,-0.000051,0.000306,1.000000,2031.200012,49.980094,-0.046409,0.038798,0.046409,-0.038798
0.049000,20394.611039,25.024999,0.007400,3000.001242,19999.993625,-3990.000000,3999.506375,1.000000,-0.000000,-0.000053,0.000313,1.000000,2031.200012,49.979688,-0.046409,0.038799,0.046409,-0.038799
0.050000,20394.081033,25.525499,0.007728,3000.001297,19999.993370,-3989.800000,3999.496630,1.000000,-0.000000,-0.000054,0.000320,1.000000,2031.200013,49.979282,-0.046364,0.045050,0.046364,-0.045050
0.051000,20393.551024,26.025999,0.008064,3000.001352,19999.993110,-3989.600000,3999.486890,1.000000,-0.000000,-0.000055,0.000328,1.000000,2031.200013,49.978876,-0.046325,0.046678,0.046325,-0.046678
0.052000,20393.021012,26.526499,0.008409,3000.001407,19999.992845,-3989.400000,3999.477155,1.000000,-0.000000,-0.000055,0.000336,1.000000,2031.200014,49.978469,-0.046293,0.046380,0.046293,-0.046380
0.053000,20392.490998,27.026998,0.008763,3000.001462,19999.992575,-3989.200000,3999.467425,1.000000,-0.000000,-0.000055,0.000345,1.000000,2031.200015,49.978063,-0.046265,0.046127,0.046265,-0.046127
0.054000,20391.960982,27.527498,0.009126,3000.001516,19999.992300,-3989.000000,3999.457700,1.000000,-0.000000,-0.000055,0.000354,1.000000,2031.200015,49.977657,-0.046242,0.045912,0.046242,-0.045912
0.055000,20391.430963,28.027998,0.009499,3000.001570,19999.992020,-3988.800000,3999.447980,1.000000,-0.000000,-0.000054,0.000363,1.000000,2031.200016,49.977251,-0.046222,0.045729,0.046222,-0.045729
0.056000,20390.900942,28.528498,0.009881,3000.001623,19999.991735,-3988.600000,3999.438265,1.000000,-0.000000,-0.000054,0.000372,1.000000,2031.200016,49.976844,-0.046205,0.045574,0.046205,-0.045574
0.057000,20390.370919,29.028998,0.010273,3000.001676,19999.991445,-3988.400000,3999.428555,1.000000,-0.000000,-0.000053,0.000382,1.000000,2031.200017,49.976438,-0.046191,0.045442,0.046191,-0.045442
0.058000,20389.840893,29.529498,0.010675,3000.001727,19999.991150,-3988.200000,3999.418850,1.000000,-0.000000,-0.000052,0.000392,1.000000,2031.200017,49.976032,-0.046178,0.045329,0.046178,-0.045329
0.059000,20389.310866,30.029998,0.011087,3000.001777,19999.990850,-3988.000000,3999.409150,1.000000,-0.000000,-0.000051,0.000402,1.000000,2031.200018,49.975626,-0.046168,0.045234,0.046168,-0.045234
0.060000,20388.780836,30.530498,0.011510,3000.001826,19999.990545,-3987.800000,3999.399455,1.000000,-0.000000,-0.000050,0.000412,1.000000,2031.200018,49.975219,-0.046159,0.045153,0.046159,-0.045153
0.061000,20388.250804,31.030997,0.011942,3000.001874,19999.990235,-3987.600000,3999.389765,1.000000,-0.000000,-0.000049,0.000422,1.000000,2031.200019,49.974813,-0.046152,0.045084,0.046152,-0.045084
0.062000,20387.720770,31.531497,0.012385,3000.001920,19999.989920,-3987.400000,3999.380080,1.000000,-0.000000,-0.000048,0.000432,1.000000,2031.200019,49.974407,-0.046146,0.045026,0.046146,-0.045026
0.063000,20387.190734,32.031997,0.012839,3000.001966,19999.989600,-3987.200000,3999.370400,1.000000,-0.000000,-0.000046,0.000443,1.000000,2031.200020,49.974001,-0.046140,0.044976,0.046140,-0.044976
0.064000,20386.660696,32.532497,0.013303,3000.002009,19999.989275,-3987.000000,3999.360725,1.000000,-0.000000,-0.000045,0.000453,1.000000,2031.200020,49.973594,-0.046136,0.044934,0.046136,-0.044934
0.065000,20386.130655,33.032997,0.013777,3000.002051,19999.988945,-3986.800000,3999.351055,1.000000,-0.000000,-0.000044,0.000463,1.000000,2031.200021,49.973188,-0.046132,0.044898,0.046132,-0.044898
0.066000,20385.600613,33.533497,0.014262,3000.002092,19999.988610,-3986.600000,3999.341390,1.000000,-0.000000,-0.000042,0.000474,1.000000,2031.200021,49.972782,-0.046129,0.044867,0.046129,-0.044867
0.067000,20385.070569,34.033997,0.014758,3000.002132,19999.988270,-3986.400000,3999.331730,1.000000,-0.000000,-0.000041,0.000485,1.000000,2031.200022,49.972376,-0.046126,0.044841,0.046126,-0.044841
0.068000,20384.540523,34.534496,0.015264,3000.002169,19999.987925,-3986.200000,3999.322075,1.000000,-0.000000,-0.000039,0.000495,1.000000,2031.200022,49.971969,-0.046124,0.044819,0.046124,-0.044819
0.069000,20384.010474,35.034996,0.015781,3000.002205,19999.987575,-3986.000000,3999.312425,1.000000,-0.000000,-0.000038,0.000506,1.000000,2031.200023,49.971563,-0.046122,0.044801,0.046122,-0.044801
0.070000,20383.480424,35.535496,0.016308,3000.002240,19999.987220,-3985.800000,3999.302780,1.000000,-0.000000,-0.000036,0.000516,1.000000,2031.200023,49.971157,-0.046120,0.044785,0.046120,-0.044785
0.071000,20382.950372,36.035996,0.016847,3000.002273,19999.986860,-3985.600000,3999.293140,1.000000,-0.000000,-0.000035,0.000527,1.000000,2031.200023,49.970751,-0.046119,0.044772,0.046119,-0.044772
0.072000,20382.420317,36.536496,0.017396,3000.002305,19999.986495,-3985.400000,3999.283505,1.000000,-0.000000,-0.000033,0.000538,1.000000,2031.200024,49.970344,-0.046117,0.044760,0.046117,-0.044760
0.073000,20381.890261,37.036995,0.017956,3000.002334,19999.986125,-3985.200000,3999.273875,1.000000,-0.000000,-0.000031,0.000548,1.000000,2031.200024,49.969938,-0.046116,0.044751,0.046116,-0.044751
0.074000,20381.360203,37.537495,0.018526,3000.002363,19999.985750,-3985.000000,3999.264250,1.000000,-0.000000,-0.000030,0.000559,1.000000,2031.200024,49.969532,-0.046116,0.044743,0.046116,-0.044743
0.075000,20380.830143,38.037995,0.019107,3000.002389,19999.985370,-3984.800000,3999.254630,1.000000,-0.000000,-0.000028,0.000570,1.000000,2031.200025,49.969126,-0.046115,0.044736,0.046115,-0.044736
0.076000,20380.300080,38.538495,0.019699,3000.002414,19999.984985,-3984.600000,3999.245015,1.000000,-0.000000,-0.000027,0.000581,1.000000,2031.200025,49.968720,-0.046114,0.044730,0.046114,-0.044730
0.077000,20379.770016,39.038994,0.020302,3000.002438,19999.984595,-3984.400000,3999.235405,1.000000,-0.000000,-0.000025,0.000591,1.000000,2031.200025,49.968313,-0.046114,0.044725,0.046114,-0.044725
0.078000,20379.239950,39.539494,0.020915,3000.002459,19999.984200,-3984.200000,3999.225800,1.000000,-0.000000,-0.000023,0.000602,1.000000,2031.200025,49.967907,-0.046114,0.044721,0.046114,-0.044721
0.079000,20378.709882,40.039994,0.021540,3000.002479,19999.983800,-3984.000000,3999.216200,1.000000,-0.000000,-0.000022,0.000613,1.000000,2031.200026,49.967501,-0.046113,0.044717,0.046113,-0.044717
0.080000,20378.179812,40.540494,0.022175,3000.002498,19999.983395,-3983.800000,3999.206605,1.000000,-0.000000,-0.000020,0.000624,1.000000,2031.200026,49.967095,-0.046113,0.044714,0.046113,-0.044714
0.081000,20377.649739,41.040993,0.022821,3000.002515,19999.982985,-3983.600000,3999.197015,1.000000,-0.000000,-0.000018,0.000634,1.000000,2031.200026,49.966688,-0.046113,0.044712,0.046113,-0.044712
0.082000,20377.119665,41.541493,0.023477,3000.002530,19999.982570,-3983.400000,3999.187430,1.000000,-0.000000,-0.000017,0.000645,1.000000,2031.200026,49.966282,-0.046113,0.044710,0.046113,-0.044710
0.083000,20376.589589,42.041993,0.024144,3000.002543,19999.982150,-3983.200000,3999.177850,1.000000,-0.000000,-0.000015,0.000656,1.000000,2031.200026,49.965876,-0.046113,0.044708,0.046113,-0.044708
0.084000,20376.059511,42.542492,0.024823,3000.002555,19999.981725,-3983.000000,3999.168275,1.000000,-0.000000,-0.000013,0.000667,1.000000,2031.200026,49.965470,-0.046113,0.044707,0.046113,-0.044707
0.085000,20375.529431,43.042992,0.025512,3000.002565,19999.981295,-3982.800000,3999.158705,1.000000,-0.000000,-0.000012,0.000677,1.000000,2031.200027,49.965063,-0.046112,0.044705,0.046112,-0.044705
0.086000,20374.999349,43.543492,0.026211,3000.002574,19999.980860,-3982.600000,3999.149140,1.000000,-0.000000,-0.000010,0.000688,1.000000,2031.200027,49.964657,-0.046112,0.044704,0.046112,-0.044704
0.087000,20374.469265,44.043991,0.026922,3000.002581,19999.980420,-3982.400000,3999.139580,1.000000,-0.000000,-0.000009,0.000699,1.000000,2031.200027,49.964251,-0.046112,0.044704,0.046112,-0.044704
0.088000,20373.939179,44.544491,0.027643,3000.002586,19999.979975,-3982.200000,3999.130025,1.000000,-0.000000,-0.000007,0.000710,1.000000,2031.200027,49.963845,-0.046112,0.044703,0.046112,-0.044703
0.089000,20373.409091,45.044991,0.028375,3000.002589,19999.979525,-3982.000000,3999.120475,1.000000,-0.000000,-0.000005,0.000721,1.000000,2031.200027,49.963438,-0.046112,0.044703,0.046112,-0.044703
0.090000,20372.879001,45.545490,0.029118,3000.002591,19999.979070,-3981.800000,3999.110930,1.000000,-0.000000,-0.000004,0.000731,1.000000,2031.200027,49.963032,-0.046113,0.044702,0.046113,-0.044702
0.091000,20372.348909,46.045990,0.029872,3000.002592,19999.978610,-3981.600000,3999.101390,1.000000,-0.000000,-0.000002,0.000742,1.000000,2031.200027,49.962626,-0.046113,0.044702,0.046113,-0.044702
0.092000,20371.818815,46.546490,0.030636,3000.002590,19999.978145,-3981.400000,3999.091855,1.000000,-0.000000,-0.000000,0.000753,1.000000,2031.200027,49.962220,-0.046113,0.044702,0.046113,-0.044702
0.093000,20371.288719,47.046989,0.031411,3000.002587,19999.977675,-3981.200000,3999.082325,1.000000,-0.000000,0.000001,0.000764,1.000000,2031.200027,49.961813,-0.046113,0.044701,0.046113,-0.044701
0.094000,20370.758622,47.547489,0.032197,3000.002582,19999.977200,-3981.000000,3999.072800,1.000000,-0.000000,0.000003,0.000774,1.000000,2031.200027,49.961407,-0.046113,0.044701,0.046113,-0.044701
0.095000,20370.228522,48.047988,0.032994,3000.002576,19999.976720,-3980.800000,3999.063280,1.000000,-0.000000,0.000005,0.000785,1.000000,2031.200027,49.961001,-0.046113,0.044701,0.046113,-0.044701
0.096000,20369.698420,48.548488,0.033801,3000.002568,19999.976235,-3980.600000,3999.053765,1.000000,-0.000000,0.000006,0.000796,1.000000,2031.200027,49.960595,-0.046113,0.044701,0.046113,-0.044701
0.097000,20369.168316,49.048988,0.034620,3000.002558,19999.975745,-3980.400000,3999.044255,1.000000,-0.000000,0.000008,0.000807,1.000000,2031.200027,49.960188,-0.046113,0.044701,0.046113,-0.044701
0.098000,20368.638211,49.549487,0.035449,3000.002547,19999.975250,-3980.200000,3999.034750,1.000000,-0.000000,0.000010,0.000818,1.000000,2031.200027,49.959782,-0.046113,0.044701,0.046113,-0.044701
0.099000,20368.108103,50.049987,0.036289,3000.002534,19999.974750,-3980.000000,3999.025250,1.000000,-0.000000,0.000011,0.000828,1.000000,2031.200026,49.959376,-0.046113,0.044701,0.046113,-0.044701
0.100000,20367.577993,50.550486,0.037140,3000.002519,19999.974245,-3979.800000,3999.015755,1.000000,-0.000000,0.000013,0.000839,1.000000,2031.200026,49.958970,-0.045861,0.044623,0.045861,-0.044623
0.101000,20367.047882,51.050986,0.038003,3000.002504,19999.973735,-3979.600000,3999.006265,1.000000,-0.000000,0.000014,0.000850,1.000000,2031.200026,49.958564,-0.045646,0.044557,0.045646,-0.044557
0.102000,20366.517768,51.551485,0.038877,3000.002487,19999.973220,-3979.400000,3998.996780,1.000000,-0.000000,0.000016,0.000862,1.000000,2031.200026,49.958157,-0.045464,0.044501,0.045464,-0.044501
0.103000,20365.987653,52.051985,0.039763,3000.002469,19999.972700,-3979.200000,3998.987300,1.000000,-0.000000,0.000017,0.000874,1.000000,2031.200026,49.957751,-0.045309,0.044453,0.045309,-0.044453
0.104000,20365.457536,52.552484,0.040662,3000.002450,19999.972175,-3979.000000,3998.977825,1.000000,-0.000000,0.000018,0.000886,1.000000,2031.200026,49.957345,-0.045178,0.044413,0.045178,-0.044413
0.105000,20364.927417,53.052984,0.041573,3000.002431,19999.971645,-3978.800000,3998.968355,1.000000,-0.000000,0.000019,0.000898,1.000000,2031.200025,49.956939,-0.045066,0.044379,0.045066,-0.044379
0.106000,20364.397297,53.553483,0.042497,3000.002410,19999.971110,-3978.600000,3998.958890,1.000000,-0.000000,0.000020,0.000910,1.000000,2031.200025,49.956532,-0.044971,0.044349,0.044971,-0.044349
0.107000,20363.867175,54.053983,0.043433,3000.002389,19999.970570,-3978.400000,3998.949430,1.000000,-0.000000,0.000020,0.000923,1.000000,2031.200025,49.956126,-0.044890,0.044325,0.044890,-0.044325
0.108000,20363.337051,54.554482,0.044382,3000.002368,19999.970025,-3978.200000,3998.939975,1.000000,-0.000000,0.000021,0.000935,1.000000,2031.200025,49.955720,-0.044821,0.044303,0.044821,-0.044303
0.109000,20362.806925,55.054982,0.045344,3000.002346,19999.969475,-3978.000000,3998.930525,1.000000,-0.000000,0.000022,0.000948,1.000000,2031.200025,49.955314,-0.044763,0.044286,0.044763,-0.044286
0.110000,20362.276798,55.555481,0.046318,3000.002323,19999.968920,-3977.800000,3998.921080,1.000000,-0.000000,0.000022,0.000961,1.000000,2031.200024,49.954907,-0.044713,0.044271,0.044713,-0.044271
0.111000,20361.746670,56.055980,0.047306,3000.002300,19999.968360,-3977.600000,3998.911640,1.000000,-0.000000,0.000023,0.000974,1.000000,2031.200024,49.954501,-0.044671,0.044258,0.044671,-0.044258
0.112000,20361.216540,56.556480,0.048307,3000.002276,19999.967795,-3977.400000,3998.902205,1.000000,-0.000000,0.000023,0.000987,1.000000,2031.200024,49.954095,-0.044635,0.044247,0.044635,-0.044247
0.113000,20360.686408,57.056979,0.049321,3000.002252,19999.967225,-3977.200000,3998.892775,0.999999,-0.000000,0.000024,0.001000,1.000000,2031.200024,49.953689,-0.044605,0.044238,0.044605,-0.044238
0.114000,20360.156274,57.557478,0.050348,3000.002228,19999.966650,-3977.000000,3998.883350,0.999999,-0.000000,0.000024,0.001013,1.000000,2031.200023,49.953282,-0.044579,0.044230,0.044579,-0.044230
0.115000,20359.626139,58.057978,0.051388,3000.002203,19999.966070,-3976.800000,3998.873930,0.999999,-0.000000,0.000024,0.001026,1.000000,2031.200023,49.952876,-0.044557,0.044223,0.044557,-0.044223
0.116000,20359.096003,58.558477,0.052442,3000.002178,19999.965485,-3976.600000,3998.864515,0.999999,-0.000000,0.000025,0.001039,1.000000,2031.200023,49.952470,-0.044539,0.044218,0.044539,-0.044218
0.117000,20358.565865,59.058976,0.053509,3000.002152,19999.964895,-3976.400000,3998.855105,0.999999,-0.000000,0.000025,0.001052,1.000000,2031.200023,49.952064,-0.044523,0.044213,0.044523,-0.044213
0.118000,20358.035725,59.559476,0.054589,3000.002126,19999.964300,-3976.200000,3998.845700,0.999999,-0.000000,0.000026,0.001066,1.000000,2031.200022,49.951657,-0.044510,0.044209,0.044510,-0.044209
0.119000,20357.505584,60.059975,0.055682,3000.002100,19999.963700,-3976.000000,3998.836300,0.999999,-0.000000,0.000026,0.001079,1.000000,2031.200022,49.951251,-0.044498,0.044206,0.044498,-0.044206
0.120000,20356.975441,60.560474,0.056788,3000.002073,19999.963095,-3975.800000,3998.826905,0.999999,-0.000000,0.000026,0.001092,1.000000,2031.200022,49.950845,-0.044489,0.044203,0.044489,-0.044203
0.121000,20356.445297,61.060974,0.057908,3000.002046,19999.962485,-3975.600000,3998.817515,0.999999,-0.000000,0.000027,0.001105,1.000000,2031.200022,49.950439,-0.044480,0.044201,0.044480,-0.044201
0.122000,20355.915151,61.561473,0.059041,3000.002019,19999.961870,-3975.400000,3998.808130,0.999999,-0.000000,0.000027,0.001119,1.000000,2031.200021,49.950032,-0.044474,0.044199,0.044474,-0.044199
0.123000,20355.385003,62.061972,0.060188,3000.001992,19999.961250,-3975.200000,3998.798750,0.999999,-0.000000,0.000027,0.001132,1.000000,2031.200021,49.949626,-0.044468,0.044197,0.044468,-0.044197
0.124000,20354.854854,62.562471,0.061347,3000.001964,19999.960625,-3975.000000,3998.789375,0.999999,-0.000000,0.000028,0.001145,1.000000,2031.200021,49.949220,-0.044463,0.044196,0.044463,-0.044196
0.125000,20354.324704,63.062970,0.062520,3000.001935,19999.959995,-3974.800000,3998.780005,0.999999,-0.000000,0.000028,0.001159,1.000000,2031.200020,49.948814,-0.044459,0.044195,0.044459,-0.044195
0.126000,20353.794552,63.563470,0.063707,3000.001907,19999.959360,-3974.600000,3998.770640,0.999999,-0.000000,0.000028,0.001172,1.000000,2031.200020,49.948408,-0.044455,0.044194,0.044455,-0.044194
0.127000,20353.264398,64.063969,0.064906,3000.001878,19999.958720,-3974.400000,3998.761280,0.999999,-0.000000,0.000028,0.001185,1.000000,2031.200020,49.948001,-0.044452,0.044193,0.044452,-0.044193
0.128000,20352.734243,64.564468,0.066119,3000.001849,19999.958075,-3974.200000,3998.751925,0.999999,-0.000000,0.000029,0.001199,1.000000,2031.200020,49.947595,-0.044450,0.044192,0.044450,-0.044192
0.129000,20352.204086,65.064967,0.067346,3000.001820,19999.957425,-3974.000000,3998.742575,0.999999,-0.000000,0.000029,0.001212,1.000000,2031.200019,49.947189,-0.044448,0.044192,0.044448,-0.044192
0.130000,20351.673928,65.565466,0.068586,3000.001790,19999.956770,-3973.800000,3998.733230,0.999999,-0.000000,0.000029,0.001225,1.000000,2031.200019,49.946783,-0.044446,0.044191,0.044446,-0.044191
