time,tpx,px,mpx,tvx,vx,mbax
7.618000,3808.091803,3808.140864,nan,498.690110,499.276373,0.009586
7.619000,3808.590992,3808.640140,nan,498.690134,499.276403,-0.018329
7.620000,3809.090180,3809.139417,nan,498.690157,499.276474,0.023397
7.621000,3809.589369,3809.638693,nan,498.690181,499.276522,-0.000479
7.622000,3810.088558,3810.137970,nan,498.690205,499.276596,0.026963
7.623000,3810.587747,3810.637246,nan,498.690229,499.276669,0.025237
7.624000,3811.086936,3811.136523,nan,498.690254,499.276738,0.020671
7.625000,3811.586125,3811.635800,nan,498.690278,499.276813,0.027772
7.626000,3812.085314,3812.135077,nan,498.690303,499.276883,0.022816
7.627000,3812.584503,3812.634354,nan,498.690328,499.276963,0.032551
7.628000,3813.083692,3813.133631,nan,498.690353,499.277019,0.008290
7.629000,3813.582881,3813.632908,nan,498.690379,499.277100,0.033881
7.630000,3814.082070,3814.132185,nan,498.690404,499.277194,0.046486
7.631000,3814.581259,3814.631462,nan,498.690430,499.277255,0.013677
7.632000,3815.080448,3815.130739,nan,498.690456,499.277333,0.030348
7.633000,3815.579638,3815.630017,nan,498.690482,499.277403,0.022437
7.634000,3816.078827,3816.129294,nan,498.690508,499.277474,0.023389
7.635000,3816.578016,3816.628572,nan,498.690535,499.277563,0.042093
7.636000,3817.077205,3817.127849,nan,498.690561,499.277615,0.004608
7.637000,3817.576395,3817.627127,nan,498.690588,499.277663,0.000714
7.638000,3818.075584,3818.126405,nan,498.690615,499.277740,0.029464
7.639000,3818.574773,3818.625682,nan,498.690641,499.277796,0.007990
7.640000,3819.073963,3819.124960,nan,498.690669,499.277854,0.010570
7.641000,3819.573152,3819.624238,nan,498.690696,499.277928,0.026196
7.642000,3820.072341,3820.123516,nan,498.690723,499.277982,0.006712
7.643000,3820.571531,3820.622794,nan,498.690751,499.278059,0.030022
7.644000,3821.070720,3821.122072,nan,498.690778,499.278122,0.014966
7.645000,3821.569910,3821.621350,nan,498.690806,499.278191,0.021926
7.646000,3822.069099,3822.120628,nan,498.690834,499.278267,0.027783
7.647000,3822.568289,3822.619907,nan,498.690862,499.278343,0.028895
7.648000,3823.067478,3823.119185,nan,498.690890,499.278395,0.004822
7.649000,3823.566668,3823.618464,nan,498.690918,499.278464,0.021443
7.650000,3824.065858,3824.117742,nan,498.690947,499.278531,0.019309
7.651000,3824.565047,3824.617021,nan,498.690972,499.278601,0.020578
7.652000,3825.064237,3825.116299,nan,498.690994,499.278679,0.027297
7.653000,3825.563427,3825.615578,nan,498.691013,499.278734,0.003370
7.654000,3826.062617,3826.114857,nan,498.691031,499.278795,0.008636
7.655000,3826.561806,3826.614136,nan,498.691046,499.278858,0.009132
7.656000,3827.060996,3827.113414,nan,498.691060,499.278930,0.017945
7.657000,3827.560186,3827.612693,nan,498.691073,499.279001,0.016326
7.658000,3828.059376,3828.111972,nan,498.691085,499.279070,0.014211
7.659000,3828.558565,3828.611252,nan,498.691096,499.279125,-0.000616
7.660000,3829.057755,3829.110531,nan,498.691106,499.279170,-0.011182
7.661000,3829.556945,3829.609810,nan,498.691115,499.279249,0.022069
7.662000,3830.056135,3830.109089,nan,498.691125,499.279305,-0.001039
7.663000,3830.555325,3830.608369,nan,498.691134,499.279405,0.043907
7.664000,3831.054514,3831.107648,nan,498.691142,499.279496,0.033941
7.665000,3831.553704,3831.606928,nan,498.691151,499.279579,0.024933
7.666000,3832.052894,3832.106207,nan,498.691159,499.279619,-0.017501
7.667000,3832.552084,3832.605487,nan,498.691167,499.279656,-0.020089
7.668000,3833.051274,3833.104766,nan,498.691175,499.279720,0.006140
7.669000,3833.550464,3833.604046,nan,498.691183,499.279780,0.002096
7.670000,3834.049654,3834.103326,nan,498.691191,499.279843,0.005494
7.671000,3834.548843,3834.602606,nan,498.691199,499.279919,0.018215
7.672000,3835.048033,3835.101886,nan,498.691208,499.279984,0.006993
7.673000,3835.547223,3835.601166,nan,498.691216,499.280049,0.006167
7.674000,3836.046413,3836.100446,nan,498.691224,499.280098,-0.008685
7.675000,3836.545603,3836.599726,nan,498.691233,499.280152,-0.004478
7.676000,3837.044793,3837.099006,nan,498.691241,499.280227,0.017430
7.677000,3837.543983,3837.598287,nan,498.691250,499.280299,0.013642
7.678000,3838.043173,3838.097567,nan,498.691259,499.280376,0.018899
7.679000,3838.542363,3838.596847,nan,498.691268,499.280451,0.016712
7.680000,3839.041553,3839.096128,nan,498.691277,499.280503,-0.006478
7.681000,3839.540743,3839.595408,nan,498.691287,499.280573,0.011373
7.682000,3840.039933,3840.094689,nan,498.691296,499.280638,0.007209
7.683000,3840.539123,3840.593970,nan,498.691306,499.280703,0.007172
7.684000,3841.038313,3841.093250,nan,498.691316,499.280756,-0.005464
7.685000,3841.537503,3841.592531,nan,498.691326,499.280829,0.014425
7.686000,3842.036693,3842.091812,nan,498.691336,499.280864,-0.023860
7.687000,3842.535883,3842.591093,nan,498.691347,499.280946,0.023220
7.688000,3843.035073,3843.090374,nan,498.691358,499.280982,-0.021720
7.689000,3843.534263,3843.589655,nan,498.691368,499.281047,0.006712
7.690000,3844.033453,3844.088936,nan,498.691379,499.281085,-0.020641
7.691000,3844.532643,3844.588217,nan,498.691391,499.281155,0.011606
7.692000,3845.031833,3845.087498,nan,498.691402,499.281222,0.009103
7.693000,3845.531023,3845.586779,nan,498.691414,499.281289,0.009124
7.694000,3846.030213,3846.086061,nan,498.691426,499.281333,-0.014578
7.695000,3846.529404,3846.585342,nan,498.691438,499.281402,0.010807
7.696000,3847.028594,3847.084624,nan,498.691450,499.281471,0.010158
7.697000,3847.527784,3847.583905,nan,498.691462,499.281571,0.042126
7.698000,3848.026974,3848.083187,nan,498.691475,499.281650,0.020466
7.699000,3848.526164,3848.582468,nan,498.691488,499.281746,0.037818
7.700000,3849.025354,3849.081750,nan,498.691501,499.281831,0.026638
7.701000,3849.524545,3849.581032,nan,498.691519,499.281910,0.022370
7.702000,3850.023735,3850.080314,nan,498.691541,499.281997,0.032149
7.703000,3850.522925,3850.579596,nan,498.691567,499.282082,0.032528
7.704000,3851.022115,3851.078878,nan,498.691596,499.282144,0.010086
7.705000,3851.521306,3851.578160,nan,498.691628,499.282215,0.020555
7.706000,3852.020496,3852.077443,nan,498.691662,499.282320,0.054842
7.707000,3852.519687,3852.576725,nan,498.691698,499.282442,0.072282
7.708000,3853.018877,3853.076007,nan,498.691736,499.282527,0.036797
7.709000,3853.518067,3853.575290,nan,498.691775,499.282592,0.017342
7.710000,3854.017258,3854.074573,nan,498.691815,499.282680,0.039979
7.711000,3854.516448,3854.573855,nan,498.691857,499.282775,0.048026
7.712000,3855.015639,3855.073138,nan,498.691900,499.282876,0.053938
7.713000,3855.514830,3855.572421,nan,498.691943,499.282994,0.071764
7.714000,3856.014020,3856.071704,nan,498.691987,499.283081,0.041149
7.715000,3856.513211,3856.570987,nan,498.692032,499.283179,0.052381
7.716000,3857.012402,3857.070271,nan,498.692077,499.283282,0.057700
7.717000,3857.511593,3857.569554,nan,498.692123,499.283389,0.060541
7.718000,3858.010784,3858.068837,nan,498.692169,499.283463,0.028924
7.719000,3858.509974,3858.568121,nan,498.692216,499.283515,0.007035
7.720000,3859.009165,3859.067404,nan,498.692263,499.283592,0.031074
7.721000,3859.508356,3859.566688,nan,498.692311,499.283678,0.040726
7.722000,3860.007547,3860.065972,nan,498.692358,499.283758,0.034706
7.723000,3860.506739,3860.565256,nan,498.692406,499.283835,0.032103
7.724000,3861.005930,3861.064539,nan,498.692454,499.283933,0.053283
7.725000,3861.505121,3861.563823,nan,498.692503,499.284035,0.056336
7.726000,3862.004312,3862.063107,nan,498.692551,499.284116,0.036360
7.727000,3862.503503,3862.562392,nan,498.692600,499.284198,0.036576
7.728000,3863.002695,3863.061676,nan,498.692649,499.284293,0.050604
7.729000,3863.501886,3863.560960,nan,498.692698,499.284385,0.046803
7.730000,3864.001078,3864.060245,nan,498.692747,499.284475,0.044285
7.731000,3864.500269,3864.559529,nan,498.692797,499.284559,0.038779
7.732000,3864.999461,3865.058814,nan,498.692846,499.284681,0.076501
7.733000,3865.498652,3865.558099,nan,498.692896,499.284761,0.034532
7.734000,3865.997844,3866.057383,nan,498.692946,499.284851,0.044498
7.735000,3866.497036,3866.556668,nan,498.692996,499.284964,0.068693
7.736000,3866.996227,3867.055953,nan,498.693046,499.285045,0.035046
7.737000,3867.495419,3867.555238,nan,498.693096,499.285143,0.053425
7.738000,3867.994611,3868.054524,nan,498.693147,499.285263,0.074812
7.739000,3868.493803,3868.553809,nan,498.693197,499.285381,0.073119
7.740000,3868.992995,3869.053094,nan,498.693248,499.285498,0.071782
7.741000,3869.492187,3869.552380,nan,498.693299,499.285624,0.080454
7.742000,3869.991379,3870.051666,nan,498.693350,499.285723,0.053995
7.743000,3870.490571,3870.550951,nan,498.693401,499.285788,0.019313
7.744000,3870.989763,3871.050237,nan,498.693452,499.285886,0.053418
7.745000,3871.488955,3871.549523,nan,498.693503,499.285971,0.039615
7.746000,3871.988147,3872.048809,nan,498.693555,499.286040,0.023668
7.747000,3872.487340,3872.548095,nan,498.693606,499.286122,0.037262
7.748000,3872.986532,3873.047381,nan,498.693658,499.286192,0.024955
7.749000,3873.485725,3873.546668,nan,498.693709,499.286288,0.050174
7.750000,3873.984917,3874.045954,nan,498.693761,499.286368,0.035235
7.751000,3874.484109,3874.545240,nan,498.693807,499.286460,0.044223
7.752000,3874.983302,3875.044527,nan,498.693847,499.286559,0.047893
7.753000,3875.482495,3875.543813,nan,498.693883,499.286638,0.026206
7.754000,3875.981687,3876.043100,nan,498.693915,499.286717,0.023561
7.755000,3876.480880,3876.542387,nan,498.693944,499.286816,0.042660
7.756000,3876.980073,3877.041674,nan,498.693970,499.286898,0.024086
7.757000,3877.479265,3877.540961,nan,498.693994,499.286993,0.035988
7.758000,3877.978458,3878.040248,nan,498.694016,499.287073,0.019626
7.759000,3878.477651,3878.539535,nan,498.694037,499.287195,0.060708
7.760000,3878.976843,3879.038822,nan,498.694056,499.287286,0.029005
7.761000,3879.476036,3879.538109,nan,498.694074,499.287364,0.015118
7.762000,3879.975229,3880.037397,nan,498.694091,499.287446,0.019224
7.763000,3880.474422,3880.536684,nan,498.694107,499.287521,0.011533
7.764000,3880.973615,3881.035972,nan,498.694123,499.287617,0.032232
7.765000,3881.472807,3881.535259,nan,498.694139,499.287682,0.001664
7.766000,3881.972000,3882.034547,nan,498.694154,499.287813,0.066925
7.767000,3882.471193,3882.533835,nan,498.694168,499.287926,0.048228
7.768000,3882.970386,3883.033123,nan,498.694183,499.288014,0.024093
7.769000,3883.469579,3883.532411,nan,498.694198,499.288086,0.006807
7.770000,3883.968772,3884.031699,nan,498.694212,499.288176,0.025440
7.771000,3884.467965,3884.530987,nan,498.694226,499.288271,0.029844
7.772000,3884.967158,3885.030276,nan,498.694241,499.288334,-0.002260
7.773000,3885.466351,3885.529564,nan,498.694255,499.288408,0.008717
7.774000,3885.965544,3886.028853,nan,498.694270,499.288503,0.029538
7.775000,3886.464737,3886.528141,nan,498.694284,499.288565,-0.003669
7.776000,3886.963930,3887.027430,nan,498.694299,499.288636,0.006145
7.777000,3887.463123,3887.526718,nan,498.694314,499.288721,0.018978
7.778000,3887.962316,3888.026007,nan,498.694329,499.288799,0.012928
7.779000,3888.461509,3888.525296,nan,498.694344,499.288894,0.028755
7.780000,3888.960702,3889.024585,nan,498.694359,499.288974,0.014601
7.781000,3889.459895,3889.523874,nan,498.694375,499.289046,0.006450
7.782000,3889.959088,3890.023163,nan,498.694391,499.289094,-0.017047
7.783000,3890.458281,3890.522452,nan,498.694407,499.289166,0.006248
7.784000,3890.957474,3891.021741,nan,498.694423,499.289240,0.008780
7.785000,3891.456667,3891.521031,nan,498.694439,499.289278,-0.027048
7.786000,3891.955860,3892.020320,nan,498.694456,499.289371,0.027324
7.787000,3892.455053,3892.519609,nan,498.694473,499.289441,0.004585
7.788000,3892.954247,3893.018899,nan,498.694490,499.289542,0.035547
7.789000,3893.453440,3893.518188,nan,498.694507,499.289624,0.016355
7.790000,3893.952633,3894.017478,nan,498.694524,499.289698,0.008250
7.791000,3894.451826,3894.516768,nan,498.694542,499.289776,0.012437
7.792000,3894.951020,3895.016058,nan,498.694560,499.289859,0.018413
7.793000,3895.450213,3895.515348,nan,498.694578,499.289919,-0.005493
7.794000,3895.949406,3896.014637,nan,498.694597,499.290007,0.022276
7.795000,3896.448599,3896.513928,nan,498.694616,499.290082,0.009493
7.796000,3896.947793,3897.013218,nan,498.694635,499.290143,-0.004332
7.797000,3897.446986,3897.512508,nan,498.694654,499.290220,0.011510
7.798000,3897.946179,3898.011798,nan,498.694673,499.290326,0.041145
7.799000,3898.445373,3898.511088,nan,498.694693,499.290419,0.027136
7.800000,3898.944566,3899.010379,nan,498.694713,499.290520,0.036024
7.801000,3899.443760,3899.509669,nan,498.694739,499.290616,0.033097
7.802000,3899.942953,3900.008960,nan,498.694770,499.290694,0.018575
7.803000,3900.442147,3900.508251,nan,498.694806,499.290790,0.038137
7.804000,3900.941340,3901.007542,nan,498.694845,499.290888,0.041314
7.805000,3901.440534,3901.506833,nan,498.694888,499.290971,0.028572
7.806000,3901.939727,3902.006124,nan,498.694933,499.291071,0.046576
7.807000,3902.438921,3902.505415,nan,498.694981,499.291158,0.034182
7.808000,3902.938115,3903.004706,nan,498.695031,499.291263,0.054141
7.809000,3903.437309,3903.503997,nan,498.695082,499.291363,0.049176
7.810000,3903.936502,3904.003289,nan,498.695136,499.291453,0.039674
7.811000,3904.435696,3904.502580,nan,498.695190,499.291590,0.087041
7.812000,3904.934890,3905.001872,nan,498.695246,499.291664,0.024594
7.813000,3905.434084,3905.501164,nan,498.695303,499.291740,0.027392
7.814000,3905.933278,3906.000455,nan,498.695360,499.291854,0.065801
7.815000,3906.432472,3906.499747,nan,498.695419,499.291989,0.086697
7.816000,3906.931667,3906.999039,nan,498.695478,499.292093,0.055243
7.817000,3907.430861,3907.498331,nan,498.695538,499.292207,0.066203
7.818000,3907.930055,3907.997624,nan,498.695598,499.292288,0.033657
7.819000,3908.429249,3908.496916,nan,498.695659,499.292407,0.070757
7.820000,3908.928444,3908.996209,nan,498.695720,499.292508,0.053854
7.821000,3909.427638,3909.495501,nan,498.695781,499.292615,0.060246
7.822000,3909.926833,3909.994794,nan,498.695843,499.292725,0.062001
7.823000,3910.426028,3910.494087,nan,498.695905,499.292817,0.045143
7.824000,3910.925222,3910.993379,nan,498.695968,499.292927,0.062386
7.825000,3911.424417,3911.492672,nan,498.696030,499.293027,0.052914
7.826000,3911.923612,3911.991965,nan,498.696093,499.293133,0.058960
7.827000,3912.422807,3912.491259,nan,498.696156,499.293269,0.089624
7.828000,3912.922001,3912.990552,nan,498.696220,499.293394,0.078250
7.829000,3913.421196,3913.489845,nan,498.696283,499.293503,0.061896
7.830000,3913.920391,3913.989139,nan,498.696347,499.293592,0.042221
7.831000,3914.419587,3914.488433,nan,498.696411,499.293703,0.063608
7.832000,3914.918782,3914.987726,nan,498.696475,499.293820,0.069820
7.833000,3915.417977,3915.487020,nan,498.696539,499.293952,0.086069
7.834000,3915.917172,3915.986314,nan,498.696604,499.294052,0.053307
7.835000,3916.416368,3916.485608,nan,498.696668,499.294164,0.064445
7.836000,3916.915563,3916.984903,nan,498.696733,499.294288,0.077147
7.837000,3917.414759,3917.484197,nan,498.696798,499.294408,0.073789
7.838000,3917.913954,3917.983491,nan,498.696863,499.294522,0.067312
7.839000,3918.413150,3918.482786,nan,498.696928,499.294640,0.070457
7.840000,3918.912345,3918.982081,nan,498.696993,499.294767,0.080900
7.841000,3919.411541,3919.481376,nan,498.697059,499.294893,0.078455
7.842000,3919.910737,3919.980670,nan,498.697124,499.294992,0.052290
7.843000,3920.409933,3920.479966,nan,498.697190,499.295096,0.057911
7.844000,3920.909129,3920.979261,nan,498.697256,499.295202,0.058526
7.845000,3921.408325,3921.478556,nan,498.697322,499.295319,0.070361
7.846000,3921.907521,3921.977851,nan,498.697388,499.295426,0.060653
7.847000,3922.406717,3922.477147,nan,498.697454,499.295527,0.053806
7.848000,3922.905913,3922.976442,nan,498.697521,499.295636,0.062588
7.849000,3923.405110,3923.475738,nan,498.697587,499.295769,0.085712
7.850000,3923.904306,3923.975034,nan,498.697654,499.295897,0.080893
7.851000,3924.403502,3924.474330,nan,498.697717,499.296004,0.058424
7.852000,3924.902699,3924.973626,nan,498.697778,499.296109,0.055304
7.853000,3925.401895,3925.472922,nan,498.697836,499.296196,0.035915
7.854000,3925.901092,3925.972218,nan,498.697893,499.296321,0.072992
7.855000,3926.400289,3926.471515,nan,498.697948,499.296435,0.061013
7.856000,3926.899485,3926.970811,nan,498.698001,499.296542,0.052557
7.857000,3927.398682,3927.470108,nan,498.698053,499.296639,0.042298
7.858000,3927.897879,3927.969404,nan,498.698104,499.296760,0.066294
7.859000,3928.397076,3928.468701,nan,498.698155,499.296883,0.066820
7.860000,3928.896273,3928.967998,nan,498.698205,499.297001,0.062402
7.861000,3929.395470,3929.467295,nan,498.698254,499.297107,0.048841
7.862000,3929.894667,3929.966592,nan,498.698303,499.297217,0.053532
7.863000,3930.393864,3930.465890,nan,498.698352,499.297316,0.041939
7.864000,3930.893061,3930.965187,nan,498.698400,499.297428,0.054259
7.865000,3931.392258,3931.464485,nan,498.698449,499.297542,0.056615
7.866000,3931.891455,3931.963782,nan,498.698497,499.297645,0.045021
7.867000,3932.390652,3932.463080,nan,498.698545,499.297762,0.059384
7.868000,3932.889850,3932.962378,nan,498.698593,499.297874,0.054748
7.869000,3933.389047,3933.461676,nan,498.698641,499.297981,0.048620
7.870000,3933.888244,3933.960974,nan,498.698689,499.298092,0.052536
7.871000,3934.387442,3934.460272,nan,498.698737,499.298183,0.033204
7.872000,3934.886639,3934.959570,nan,498.698785,499.298287,0.045776
7.873000,3935.385837,3935.458868,nan,498.698833,499.298387,0.041426
7.874000,3935.885034,3935.958167,nan,498.698882,499.298489,0.043988
7.875000,3936.384232,3936.457465,nan,498.698930,499.298579,0.031221
7.876000,3936.883430,3936.956764,nan,498.698979,499.298684,0.046819
7.877000,3937.382627,3937.456063,nan,498.699027,499.298794,0.051523
7.878000,3937.881825,3937.955362,nan,498.699076,499.298906,0.053313
7.879000,3938.381023,3938.454661,nan,498.699125,499.299015,0.050171
7.880000,3938.880221,3938.953960,nan,498.699175,499.299098,0.025386
7.881000,3939.379419,3939.453259,nan,498.699224,499.299222,0.065413
7.882000,3939.878617,3939.952558,nan,498.699274,499.299322,0.041357
7.883000,3940.377815,3940.451857,nan,498.699323,499.299444,0.063021
7.884000,3940.877013,3940.951157,nan,498.699373,499.299534,0.032130
7.885000,3941.376211,3941.450456,nan,498.699424,499.299631,0.037552
7.886000,3941.875409,3941.949756,nan,498.699474,499.299720,0.030678
7.887000,3942.374607,3942.449056,nan,498.699524,499.299841,0.062983
7.888000,3942.873806,3942.948356,nan,498.699575,499.299923,0.023352
7.889000,3943.373004,3943.447656,nan,498.699626,499.300017,0.035590
7.890000,3943.872202,3943.946956,nan,498.699677,499.300132,0.056865
7.891000,3944.371401,3944.446256,nan,498.699728,499.300239,0.048795
7.892000,3944.870599,3944.945556,nan,498.699780,499.300321,0.023669
7.893000,3945.369798,3945.444857,nan,498.699831,499.300453,0.073807
7.894000,3945.868996,3945.944157,nan,498.699883,499.300556,0.044999
7.895000,3946.368195,3946.443458,nan,498.699935,499.300668,0.052965
7.896000,3946.867394,3946.942759,nan,498.699988,499.300781,0.054713
7.897000,3947.366592,3947.442059,nan,498.700040,499.300886,0.047338
7.898000,3947.865791,3947.941360,nan,498.700093,499.300969,0.024731
7.899000,3948.364990,3948.440661,nan,498.700145,499.301086,0.058346
7.900000,3948.864189,3948.939962,nan,498.700198,499.301216,0.072268
7.901000,3949.363388,3949.439264,nan,498.700251,499.301303,0.028242
7.902000,3949.862587,3949.938565,nan,498.700302,499.301422,0.059630
7.903000,3950.361786,3950.437867,nan,498.700353,499.301542,0.060512
7.904000,3950.860985,3950.937168,nan,498.700404,499.301658,0.056844
7.905000,3951.360184,3951.436470,nan,498.700454,499.301780,0.062459
7.906000,3951.859383,3951.935772,nan,498.700504,499.301841,0.000328
7.907000,3952.358583,3952.435074,nan,498.700553,499.301965,0.064103
7.908000,3952.857782,3952.934376,nan,498.700603,499.302083,0.057731
7.909000,3953.356981,3953.433678,nan,498.700652,499.302204,0.060933
7.910000,3953.856181,3953.932980,nan,498.700702,499.302327,0.062646
7.911000,3954.355380,3954.432282,nan,498.700751,499.302401,0.012915
7.912000,3954.854580,3954.931585,nan,498.700801,499.302485,0.024079
7.913000,3955.353779,3955.430887,nan,498.700850,499.302604,0.057463
7.914000,3955.852979,3955.930190,nan,498.700900,499.302710,0.045861
7.915000,3956.352179,3956.429493,nan,498.700950,499.302799,0.028115
7.916000,3956.851378,3956.928796,nan,498.701000,499.302906,0.046046
7.917000,3957.350578,3957.428099,nan,498.701050,499.303045,0.078365
7.918000,3957.849778,3957.927402,nan,498.701100,499.303154,0.047502
7.919000,3958.348978,3958.426705,nan,498.701150,499.303275,0.060066
7.920000,3958.848178,3958.926008,nan,498.701201,499.303385,0.049837
7.921000,3959.347378,3959.425312,nan,498.701251,499.303507,0.060718
7.922000,3959.846578,3959.924615,nan,498.701302,499.303607,0.039487
7.923000,3960.345778,3960.423919,nan,498.701353,499.303743,0.074807
7.924000,3960.844978,3960.923223,nan,498.701404,499.303840,0.036776
7.925000,3961.344178,3961.422527,nan,498.701456,499.303943,0.041695
7.926000,3961.843378,3961.921831,nan,498.701507,499.304056,0.052892
7.927000,3962.342578,3962.421135,nan,498.701559,499.304172,0.055105
7.928000,3962.841779,3962.920439,nan,498.701611,499.304287,0.053848
7.929000,3963.340979,3963.419743,nan,498.701663,499.304393,0.045032
7.930000,3963.840179,3963.919048,nan,498.701716,499.304504,0.050358
7.931000,3964.339380,3964.418352,nan,498.701768,499.304595,0.031246
7.932000,3964.838580,3964.917657,nan,498.701821,499.304694,0.038146
7.933000,3965.337781,3965.416962,nan,498.701874,499.304802,0.047491
7.934000,3965.836982,3965.916267,nan,498.701927,499.304941,0.077566
7.935000,3966.336182,3966.415572,nan,498.701981,499.305053,0.051890
7.936000,3966.835383,3966.914877,nan,498.702035,499.305168,0.053612
7.937000,3967.334584,3967.414182,nan,498.702088,499.305289,0.060968
7.938000,3967.833785,3967.913487,nan,498.702143,499.305400,0.050150
7.939000,3968.332986,3968.412793,nan,498.702197,499.305510,0.048532
7.940000,3968.832187,3968.912098,nan,498.702252,499.305624,0.053896
7.941000,3969.331388,3969.411404,nan,498.702306,499.305724,0.039072
7.942000,3969.830589,3969.910710,nan,498.702361,499.305832,0.047239
7.943000,3970.329790,3970.410016,nan,498.702417,499.305958,0.064776
7.944000,3970.828991,3970.909322,nan,498.702472,499.306083,0.063915
7.945000,3971.328192,3971.408628,nan,498.702528,499.306194,0.050392
7.946000,3971.827393,3971.907934,nan,498.702583,499.306313,0.058027
7.947000,3972.326595,3972.407240,nan,498.702640,499.306419,0.045522
7.948000,3972.825796,3972.906547,nan,498.702696,499.306530,0.050050
7.949000,3973.324998,3973.405853,nan,498.702752,499.306628,0.037038
7.950000,3973.824199,3973.905160,nan,498.702809,499.306732,0.042523
7.951000,3974.323401,3974.404467,nan,498.702866,499.306833,0.040474
7.952000,3974.822602,3974.903774,nan,498.702923,499.306927,0.032855
7.953000,3975.321804,3975.403081,nan,498.702980,499.307057,0.069069
7.954000,3975.821006,3975.902388,nan,498.703037,499.307149,0.031200
7.955000,3976.320208,3976.401695,nan,498.703094,499.307246,0.036595
7.956000,3976.819409,3976.901002,nan,498.703151,499.307363,0.056392
7.957000,3977.318611,3977.400310,nan,498.703208,499.307469,0.045059
7.958000,3977.817813,3977.899617,nan,498.703266,499.307601,0.071427
7.959000,3978.317015,3978.398925,nan,498.703324,499.307696,0.033983
7.960000,3978.816217,3978.898233,nan,498.703381,499.307787,0.030480
7.961000,3979.315419,3979.397541,nan,498.703439,499.307918,0.070434
7.962000,3979.814622,3979.896849,nan,498.703498,499.308024,0.044986
7.963000,3980.313824,3980.396157,nan,498.703556,499.308144,0.059771
7.964000,3980.813026,3980.895465,nan,498.703615,499.308240,0.035034
7.965000,3981.312229,3981.394773,nan,498.703673,499.308351,0.050091
7.966000,3981.811431,3981.894082,nan,498.703732,499.308458,0.045834
7.967000,3982.310634,3982.393390,nan,498.703792,499.308542,0.023377
7.968000,3982.809836,3982.892699,nan,498.703851,499.308660,0.056878
7.969000,3983.309039,3983.392007,nan,498.703911,499.308787,0.066643
7.970000,3983.808241,3983.891316,nan,498.703971,499.308896,0.048304
7.971000,3984.307444,3984.390625,nan,498.704031,499.309024,0.067182
7.972000,3984.806647,3984.889934,nan,498.704091,499.309110,0.024967
7.973000,3985.305850,3985.389243,nan,498.704151,499.309240,0.068507
7.974000,3985.805053,3985.888553,nan,498.704212,499.309345,0.044582
7.975000,3986.304256,3986.387862,nan,498.704273,499.309439,0.033324
7.976000,3986.803459,3986.887172,nan,498.704334,499.309557,0.057360
7.977000,3987.302662,3987.386481,nan,498.704396,499.309684,0.065715
7.978000,3987.801865,3987.885791,nan,498.704457,499.309804,0.058980
7.979000,3988.301068,3988.385101,nan,498.704519,499.309957,0.091734
7.980000,3988.800272,3988.884411,nan,498.704581,499.310054,0.036823
7.981000,3989.299475,3989.383721,nan,498.704643,499.310179,0.064324
7.982000,3989.798678,3989.883031,nan,498.704706,499.310297,0.056165
7.983000,3990.297882,3990.382342,nan,498.704768,499.310414,0.057000
7.984000,3990.797085,3990.881652,nan,498.704831,499.310578,0.102355
7.985000,3991.296289,3991.380963,nan,498.704894,499.310704,0.065159
7.986000,3991.795493,3991.880273,nan,498.704958,499.310850,0.084810
7.987000,3992.294696,3992.379584,nan,498.705021,499.310965,0.054090
7.988000,3992.793900,3992.878895,nan,498.705085,499.311108,0.081312
7.989000,3993.293104,3993.378207,nan,498.705149,499.311255,0.086139
7.990000,3993.792308,3993.877518,nan,498.705213,499.311369,0.053118
7.991000,3994.291512,3994.376829,nan,498.705278,499.311491,0.060818
7.992000,3994.790716,3994.876141,nan,498.705342,499.311608,0.056105
7.993000,3995.289920,3995.375453,nan,498.705407,499.311753,0.084306
7.994000,3995.789124,3995.874764,nan,498.705472,499.311891,0.077131
7.995000,3996.288328,3996.374076,nan,498.705538,499.312009,0.058130
7.996000,3996.787533,3996.873388,nan,498.705603,499.312147,0.076649
7.997000,3997.286737,3997.372701,nan,498.705669,499.312260,0.052457
7.998000,3997.785942,3997.872013,nan,498.705735,499.312406,0.085564
7.999000,3998.285146,3998.371325,nan,498.705801,499.312524,0.057165
8.000000,3998.784351,3998.786443,3998.749420,498.705868,499.213625,0.068412
8.001000,3999.283555,3999.285656,nan,498.705937,499.213690,0.069298
8.002000,3999.782760,3999.784870,nan,498.706009,499.213743,0.057396
8.003000,4000.281965,4000.284084,nan,498.706082,499.213792,0.054117
8.004000,4000.781170,4000.783298,nan,498.706157,499.213874,0.087015
8.005000,4001.280375,4001.282512,nan,498.706234,499.213912,0.043396
8.006000,4001.779580,4001.781726,nan,498.706312,499.213971,0.063383
8.007000,4002.278785,4002.280940,nan,498.706392,499.214046,0.080277
8.008000,4002.777990,4002.780154,nan,498.706472,499.214122,0.081885
8.009000,4003.277195,4003.279368,nan,498.706553,499.214178,0.061014
8.010000,4003.776400,4003.778582,nan,498.706635,499.214261,0.088593
8.011000,4004.275606,4004.277796,nan,498.706718,499.214348,0.093285
8.012000,4004.774811,4004.777011,nan,498.706801,499.214424,0.081535
8.013000,4005.274017,4005.276225,nan,498.706885,499.214518,0.099433
8.014000,4005.773223,4005.775440,nan,498.706969,499.214606,0.092713
8.015000,4006.272428,4006.274654,nan,498.707054,499.214680,0.079923
